"Date","HatchDateJulYear","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation","HDDSum1_11","HDDSum12_22","HDDSumIncubation"
"1/14/1989",1989014,4.09090909090909,5.55555555555556,-0.436507936507937,-7.17171717171717,-4.49494949494949,-9.36507936507937,0.1524,2.1336,0.9398,0,0,0,0,0,0,390,350,581
"1/15/1989",1989015,5.1010101010101,3.68686868686869,-0.185185185185185,-6.81818181818182,-5.1010101010101,-9.2962962962963,0.1524,2.54,0.9398,0,0,0,0,0,0,376,375,618
"1/16/1989",1989016,5.05050505050505,3.03030303030303,0.173611111111111,-6.61616161616162,-5.55555555555556,-8.88888888888889,0.2794,2.4892,0.9398,0,0,0,0,0,0,375,386,648
"1/17/1989",1989017,5.1010101010101,2.27272727272727,0.326797385620915,-6.41414141414141,-6.26262626262626,-8.66013071895425,0.6604,2.3876,0.9398,0,0,0,0,0,0,373,400,683
"1/18/1989",1989018,5.05050505050505,1.76767676767677,0.617283950617284,-6.41414141414141,-7.77777777777778,-8.48765432098766,0.7112,2.3368,0.9398,0,0,0,0,0,0,373,420,716
"1/19/1989",1989019,5.50505050505051,0.555555555555556,0.935672514619883,-6.16161616161616,-8.78787878787879,-8.12865497076023,0.7112,2.3368,0.9398,0,0,0,0,0,0,366,442,744
"1/20/1989",1989020,5.60606060606061,-1.11111111111111,1.14035087719298,-6.16161616161616,-10.2525252525253,-7.92397660818714,0.7874,2.2606,0.9398,0,0,0,0,0,0,365,473,737
"1/21/1989",1989021,5.85858585858586,-2.17171717171717,1.34502923976608,-5.95959595959596,-11.2121212121212,-8.42105263157895,0.8128,2.2352,1.0922,0,0,0,0,0,0,361,493,742
"1/22/1989",1989022,6.46464646464646,-3.38383838383838,0.789473684210526,-4.5959595959596,-12.1717171717172,-8.9766081871345,0.6604,2.2352,1.0922,0,0,0,0,0,0,342,514,761
"1/23/1989",1989023,8.48484848484848,-4.84848484848485,1.34502923976608,-3.58585858585859,-13.0808080808081,-8.39181286549708,0.6604,2.2352,0.8382,0,0,0,0,0,0,312,538,741
"1/24/1989",1989024,7.42424242424242,-4.09090909090909,2.71929824561404,-3.68686868686869,-13.030303030303,-7.69005847953216,1.8034,1.0922,0.6858,0,0,0,0,0,0,324,530,706
"1/25/1989",1989025,5.55555555555556,-2.92929292929293,3.59649122807018,-4.49494949494949,-12.020202020202,-7.19298245614035,2.1336,0.889,0.5842,0,0,0,0,0,0,350,509,682
"1/26/1989",1989026,3.68686868686869,-1.71717171717172,3.91812865497076,-5.1010101010101,-11.1111111111111,-7.07602339181287,2.54,1.3208,0.635,0,0,0,0,0,0,375,488,675
"1/27/1989",1989027,3.03030303030303,-1.61616161616162,4.00584795321637,-5.55555555555556,-10.6060606060606,-6.92982456140351,2.4892,1.27,0.8382,0,0,0,0,0,0,386,482,671
"1/28/1989",1989028,2.27272727272727,-1.86868686868687,3.65497076023392,-6.26262626262626,-11.5656565656566,-6.98830409356725,2.3876,1.1176,0.889,0,0,0,0,0,0,400,494,678
"1/29/1989",1989029,1.76767676767677,-2.02020202020202,4.3859649122807,-7.77777777777778,-11.010101010101,-6.40350877192982,2.3368,1.1176,0.762,0,0,0,0,0,0,420,490,656
"1/30/1989",1989030,0.555555555555556,-1.61616161616162,4.70760233918129,-8.78787878787879,-10.4545454545455,-6.0233918128655,2.3368,1.1176,0.8382,0,0,0,0,0,0,442,480,644
"1/31/1989",1989031,-1.11111111111111,-0.303030303030303,5.05847953216374,-10.2525252525253,-8.93939393939394,-5.58479532163743,2.2606,1.9558,0.8636,0,0,0,0,0,0,473,452,631
"2/1/1989",1989032,-2.17171717171717,0.858585858585859,5.4093567251462,-11.2121212121212,-8.03030303030303,-5.35087719298246,2.2352,1.9812,0.8128,0,0,0,0,0,0,493,431,621
"2/2/1989",1989033,-3.38383838383838,1.06060606060606,6.31578947368421,-12.1717171717172,-7.77777777777778,-5.05847953216374,2.2352,2.0066,0.8128,0,0,0,0,0,0,514,427,600
"2/3/1989",1989034,-4.84848484848485,0.454545454545455,5.90643274853801,-13.0808080808081,-7.92929292929293,-5.02923976608187,2.2352,2.032,1.9558,0,0,0,0,0,0,538,434,607
"2/4/1989",1989035,-4.09090909090909,-0.606060606060606,5.2046783625731,-13.030303030303,-8.83838383838384,-5.6140350877193,1.0922,2.032,2.286,0,0,0,0,0,0,530,453,629
"2/5/1989",1989036,-2.92929292929293,-1.46464646464646,4.47368421052632,-12.020202020202,-9.7979797979798,-6.05263157894737,0.889,1.9304,2.6924,0,0,0,0,0,0,509,471,649
"2/6/1989",1989037,-1.71717171717172,-1.61616161616162,3.94736842105263,-11.1111111111111,-10.1515151515152,-6.34502923976608,1.3208,1.4224,2.7686,0,0,0,0,0,0,488,476,663
"2/7/1989",1989038,-1.61616161616162,-1.41414141414141,3.47953216374269,-10.6060606060606,-10.7575757575758,-6.69590643274854,1.27,1.397,3.048,0,0,0,0,0,0,482,480,677
"2/8/1989",1989039,-1.86868686868687,-0.808080808080808,3.07017543859649,-11.5656565656566,-9.6969696969697,-7.69005847953216,1.1176,1.3208,3.048,0,0,0,0,0,0,494,464,701
"2/9/1989",1989040,-2.02020202020202,-0.505050505050505,2.66081871345029,-11.010101010101,-9.24242424242424,-7.66081871345029,1.1176,1.3208,2.8956,0,0,0,0,0,0,490,457,708
"2/10/1989",1989041,-1.61616161616162,-0.909090909090909,2.45614035087719,-10.4545454545455,-9.39393939393939,-7.74853801169591,1.1176,1.397,2.8956,0,0,0,0,0,0,480,463,713
"2/11/1989",1989042,-0.303030303030303,-1.21212121212121,1.84210526315789,-8.93939393939394,-9.8989898989899,-7.98245614035088,1.9558,0.5842,2.8956,0,0,0,0,0,0,452,471,728
"2/12/1989",1989043,0.858585858585859,-1.66666666666667,1.08187134502924,-8.03030303030303,-9.7979797979798,-8.24561403508772,1.9812,0.5588,2.8956,0,0,0,0,0,0,431,475,745
"2/13/1989",1989044,1.06060606060606,-1.31313131313131,0.555555555555556,-7.77777777777778,-10.1010101010101,-8.68421052631579,2.0066,1.143,2.8956,0,0,0,0,0,0,427,474,762
"2/14/1989",1989045,0.454545454545455,-1.41414141414141,0.614035087719298,-7.92929292929293,-10.0505050505051,-8.74269005847953,2.032,1.1176,2.7686,0,0,0,0,0,0,434,475,762
"2/15/1989",1989046,-0.606060606060606,-1.46464646464646,0.555555555555556,-8.83838383838384,-10.0505050505051,-8.85964912280702,2.032,1.1176,2.5146,0,0,0,0,0,0,453,476,765
"2/16/1989",1989047,-1.46464646464646,-0.909090909090909,0.555555555555556,-9.7979797979798,-9.8989898989899,-8.7719298245614,1.9304,1.0922,3.302,0,0,0,0,0,0,471,469,764
"2/17/1989",1989048,-1.61616161616162,-0.656565656565657,-0.175438596491228,-10.1515151515152,-10.1515151515152,-8.91812865497076,1.4224,0.762,3.3274,0,0,0,0,0,0,476,469,779
"2/18/1989",1989049,-1.41414141414141,-0.151515151515152,-0.847953216374269,-10.7575757575758,-9.64646464646465,-9.82456140350877,1.397,0.762,3.3782,0,0,0,0,0,0,480,459,806
"2/19/1989",1989050,-0.808080808080808,0.656565656565656,-1.49122807017544,-9.6969696969697,-9.04040404040404,-10.6140350877193,1.3208,0.8636,3.3528,0,0,0,0,0,0,464,445,830
"2/20/1989",1989051,-0.505050505050505,0.757575757575758,-2.01754385964912,-9.24242424242424,-9.64646464646465,-11.0526315789474,1.3208,0.8636,3.3528,0,0,0,0,0,0,457,450,846
"2/21/1989",1989052,-0.909090909090909,1.51515151515152,-2.63157894736842,-9.39393939393939,-9.6969696969697,-10.8479532163743,1.397,0.7874,4.191,0,0,0,0,0,0,463,443,853
"2/22/1989",1989053,-1.21212121212121,2.62626262626263,-1.95906432748538,-9.8989898989899,-8.98989898989899,-10.4970760233918,0.5842,0.762,3.0734,0,0,0,0,0,0,471,425,835
"2/23/1989",1989054,-1.66666666666667,3.88888888888889,-1.52046783625731,-9.7979797979798,-9.29292929292929,-10.1461988304094,0.5588,0.8128,2.7686,0,0,0,0,0,0,475,415,822
"2/24/1989",1989055,-1.31313131313131,4.24242424242424,-1.31578947368421,-10.1010101010101,-8.63636363636364,-10.3216374269006,1.143,0.2032,2.3876,0,0,0,0,0,0,474,405,821
"2/25/1989",1989056,-1.41414141414141,5.65656565656566,-1.49122807017544,-10.0505050505051,-7.42424242424242,-10.6432748538012,1.1176,0.9144,2.3114,0,0,0,0,0,0,475,379,829
"2/26/1989",1989057,-1.46464646464646,7.12121212121212,-1.60818713450292,-10.0505050505051,-6.36363636363636,-10.906432748538,1.1176,1.143,2.0574,0,0,0,0,0,0,476,354,836
"2/27/1989",1989058,-0.909090909090909,6.86868686868687,-1.40350877192982,-9.8989898989899,-6.21212121212121,-10.1461988304094,1.0922,1.143,2.3876,0,0,0,0,0,0,469,355,820
"2/28/1989",1989059,-0.656565656565657,6.81818181818182,-1.31578947368421,-10.1515151515152,-5.60606060606061,-10.0584795321637,0.762,1.4478,2.3876,0,0,0,0,0,0,469,349,817
"3/1/1989",1989060,-0.151515151515152,6.46464646464646,-0.672514619883041,-9.64646464646465,-6.21212121212121,-9.50292397660819,0.762,1.4478,2.4384,0,0,0,0,0,0,459,358,797
"3/2/1989",1989061,0.656565656565656,5.45454545454546,-0.526315789473684,-9.04040404040404,-7.07070707070707,-9.47368421052632,0.8636,1.2954,2.4384,0,0,0,0,0,0,445,376,794
"3/3/1989",1989062,0.757575757575758,6.21212121212121,-0.584795321637427,-9.64646464646465,-5.95959595959596,-9.44444444444444,0.8636,1.2954,2.5146,0,0,0,0,0,0,450,357,795
"3/4/1989",1989063,1.51515151515152,5.90909090909091,-0.526315789473684,-9.6969696969697,-5.05050505050505,-9.00584795321637,0.7874,3.6322,2.54,0,0,0,0,0,0,443,351,786
"3/5/1989",1989064,2.62626262626263,5.75757575757576,-0.555555555555556,-8.98989898989899,-4.94949494949495,-8.62573099415205,0.762,3.6322,2.54,0,0,0,0,0,0,425,352,780
"3/6/1989",1989065,3.88888888888889,5.45454545454546,-0.584795321637427,-9.29292929292929,-4.39393939393939,-9.03508771929825,0.8128,3.5814,3.0226,0,0,0,0,0,0,415,350,787
"3/7/1989",1989066,4.24242424242424,6.96969696969697,-1.14035087719298,-8.63636363636364,-3.03030303030303,-9.70760233918129,0.2032,3.6322,2.1844,0,15,0,0,0,0,405,322,808
"3/8/1989",1989067,5.65656565656566,8.43434343434343,-1.40350877192982,-7.42424242424242,-1.96969696969697,-10.3216374269006,0.9144,3.1242,2.159,0,26,0,0,0,0,379,297,823
"3/9/1989",1989068,7.12121212121212,8.53535353535354,-1.05263157894737,-6.36363636363636,-1.36363636363636,-9.94152046783626,1.143,4.3434,2.032,0,26,0,0,0,0,354,290,811
"3/10/1989",1989069,6.86868686868687,9.29292929292929,-0.614035087719298,-6.21212121212121,-0.303030303030303,-9.64912280701754,1.143,5.1562,2.032,0,26,0,0,0,0,355,272,799
"3/11/1989",1989070,6.81818181818182,9.24242424242424,-0.467836257309942,-5.60606060606061,0.0505050505050506,-9.5906432748538,1.4478,5.7404,2.032,0,26,0,0,0,0,349,269,796
"3/12/1989",1989071,6.46464646464646,9.39393939393939,-0.116959064327485,-6.21212121212121,0.808080808080808,-9.56140350877193,1.4478,5.8166,1.3462,0,26,0,0,0,0,358,260,790
"3/13/1989",1989072,5.45454545454546,10.6060606060606,-0.584795321637427,-7.07070707070707,1.56565656565657,-10.4093567251462,1.2954,5.969,1.3208,0,26,0,0,0,0,376,241,813
"3/14/1989",1989073,6.21212121212121,10.8080808080808,-0.321637426900585,-5.95959595959596,2.32323232323232,-10.5555555555556,1.2954,6.3246,1.2954,0,26,0,0,0,0,357,232,811
"3/15/1989",1989074,5.90909090909091,12.4242424242424,0.730994152046784,-5.05050505050505,2.92929292929293,-9.61988304093567,3.6322,4.8768,1.27,0,32,0,0,0,0,351,210,777
"3/16/1989",1989075,5.75757575757576,12.8282828282828,2.04678362573099,-4.94949494949495,3.03030303030303,-8.88888888888889,3.6322,4.9022,1.3208,0,32,0,0,0,0,352,205,742
"3/17/1989",1989076,5.45454545454546,12.1212121212121,2.71929824561404,-4.39393939393939,2.92929292929293,-8.3625730994152,3.5814,4.9022,1.2954,0,32,0,0,0,0,350,213,721
"3/18/1989",1989077,6.96969696969697,10.6060606060606,3.07017543859649,-3.03030303030303,1.76767676767677,-8.12865497076023,3.6322,4.8514,1.6764,15,17,0,0,0,0,322,239,711
"3/19/1989",1989078,8.43434343434343,9.09090909090909,3.53801169590643,-1.96969696969697,0.858585858585859,-7.77777777777778,3.1242,4.6482,1.905,26,6,0,0,0,0,297,263,697
"3/20/1989",1989079,8.53535353535354,9.04040404040404,3.39181286549708,-1.36363636363636,0.454545454545455,-7.92397660818713,4.3434,3.2766,1.8542,26,6,0,0,0,0,290,267,702
"3/21/1989",1989080,9.29292929292929,8.53535353535354,3.62573099415205,-0.303030303030303,-0.202020202020202,-7.54385964912281,5.1562,2.4638,2.159,26,6,0,0,0,0,272,278,691
"3/22/1989",1989081,9.24242424242424,8.68686868686869,3.80116959064327,0.0505050505050506,-0.707070707070707,-7.74853801169591,5.7404,1.5748,2.0828,26,6,0,0,0,0,269,282,691
"3/23/1989",1989082,9.39393939393939,9.44444444444444,3.74269005847953,0.808080808080808,-0.303030303030303,-7.92397660818713,5.8166,1.4986,2.0574,26,6,0,0,0,0,260,271,695
"3/24/1989",1989083,10.6060606060606,8.88888888888889,3.9766081871345,1.56565656565657,-0.606060606060606,-8.18713450292398,5.969,1.6256,2.0574,26,6,0,0,0,0,241,279,695
"3/25/1989",1989084,10.8080808080808,9.04040404040404,3.85964912280702,2.32323232323232,-0.909090909090909,-7.63157894736842,6.3246,1.27,3.7846,26,6,0,0,0,0,232,280,688
"3/26/1989",1989085,12.4242424242424,8.18181818181818,4.88304093567251,2.92929292929293,-1.16161616161616,-6.66666666666667,4.8768,0.4572,3.7846,32,0,0,0,0,0,210,291,654
"3/27/1989",1989086,12.8282828282828,7.92929292929293,6.05263157894737,3.03030303030303,-1.56565656565657,-5.6140350877193,4.9022,0.4318,3.7846,32,0,0,0,0,0,205,297,616
"3/28/1989",1989087,12.1212121212121,9.19191919191919,7.28070175438596,2.92929292929293,-1.41414141414141,-4.3859649122807,4.9022,0.7874,3.8354,32,3,15,0,0,0,213,283,574
"3/29/1989",1989088,10.6060606060606,9.24242424242424,8.33333333333333,1.76767676767677,-1.31313131313131,-3.39181286549708,4.8514,0.9906,4.0386,17,3,26,0,0,0,239,282,539
"3/30/1989",1989089,9.09090909090909,9.5959595959596,8.5672514619883,0.858585858585859,-1.21212121212121,-2.98245614035088,4.6482,0.9906,5.4864,6,3,26,0,0,0,263,277,528
"3/31/1989",1989090,9.04040404040404,10.1515151515152,8.39181286549708,0.454545454545455,-0.909090909090909,-2.86549707602339,3.2766,0.9144,6.1468,6,3,26,0,0,0,267,269,529
"4/1/1989",1989091,8.53535353535354,11.2121212121212,8.53801169590643,-0.202020202020202,-0.858585858585859,-1.92982456140351,2.4638,0.9144,7.0358,6,3,26,0,0,0,278,258,510
"4/2/1989",1989092,8.68686868686869,11.2121212121212,8.3625730994152,-0.707070707070707,-0.808080808080808,-1.66666666666667,1.5748,0.9144,7.112,6,3,26,0,0,0,282,257,508
"4/3/1989",1989093,9.44444444444444,10.8585858585859,8.3625730994152,-0.303030303030303,-1.21212121212121,-1.81286549707602,1.4986,0.9144,7.2644,6,3,26,0,0,0,271,264,511
"4/4/1989",1989094,8.88888888888889,11.3131313131313,7.98245614035088,-0.606060606060606,-1.01010101010101,-1.46198830409357,1.6256,0.635,7.5692,6,3,26,0,0,0,279,258,512
"4/5/1989",1989095,9.04040404040404,11.4646464646465,8.59649122807018,-0.909090909090909,-0.95959595959596,-0.935672514619883,1.27,0.635,8.4582,6,3,32,0,0,0,280,256,493
"4/6/1989",1989096,8.18181818181818,12.0707070707071,9.03508771929825,-1.16161616161616,-1.26262626262626,-0.614035087719298,0.4572,0.5588,7.7724,0,3,32,0,0,0,291,253,480
"4/7/1989",1989097,7.92929292929293,12.2727272727273,8.94736842105263,-1.56565656565657,-1.51515151515152,-0.233918128654971,0.4318,0.5588,7.5438,0,3,32,0,0,0,297,254,475
"4/8/1989",1989098,9.19191919191919,11.6161616161616,9.44444444444444,-1.41414141414141,-1.51515151515152,0.233918128654971,0.7874,0.2032,7.5438,3,0,32,0,0,0,283,260,458
"4/9/1989",1989099,9.24242424242424,12.1717171717172,9.64912280701754,-1.31313131313131,-0.858585858585859,0.350877192982456,0.9906,0.3302,7.239,3,2,32,0,0,0,282,248,453
"4/10/1989",1989100,9.5959595959596,13.2828282828283,10.0584795321637,-1.21212121212121,-0.353535353535354,0.87719298245614,0.9906,0.3302,7.3152,3,10,32,0,0,0,277,232,437
"4/11/1989",1989101,10.1515151515152,13.0808080808081,10.1754385964912,-0.909090909090909,0.303030303030303,1.11111111111111,0.9144,3.048,7.3152,3,10,32,0,0,0,269,227,431
"4/12/1989",1989102,11.2121212121212,12.6767676767677,9.97076023391813,-0.858585858585859,1.26262626262626,1.11111111111111,0.9144,3.0734,7.3152,3,10,32,0,0,0,258,222,435
"4/13/1989",1989103,11.2121212121212,13.1818181818182,10.4093567251462,-0.808080808080808,1.66666666666667,1.08187134502924,0.9144,3.0734,4.9784,3,10,32,0,0,0,257,213,428
"4/14/1989",1989104,10.8585858585859,14.3434343434343,10.1754385964912,-1.21212121212121,2.72727272727273,0.701754385964912,0.9144,3.0734,5.2578,3,16,32,0,0,0,264,191,438
"4/15/1989",1989105,11.3131313131313,14.4949494949495,10.0584795321637,-1.01010101010101,3.83838383838384,0.555555555555556,0.635,4.191,5.2578,3,19,32,0,0,0,258,178,442
"4/16/1989",1989106,11.4646464646465,14.5959595959596,9.29824561403509,-0.95959595959596,3.93939393939394,0.146198830409357,0.635,6.0452,5.2832,3,19,17,0,0,0,256,176,462
"4/17/1989",1989107,12.0707070707071,13.5353535353535,8.74269005847953,-1.26262626262626,3.98989898989899,-0.380116959064327,0.5588,6.604,5.08,3,19,6,0,0,0,253,186,480
"4/18/1989",1989108,12.2727272727273,12.9292929292929,9.32748538011696,-1.51515151515152,4.54545454545455,-0.263157894736842,0.5588,6.6548,3.9878,3,19,9,0,0,0,254,186,468
"4/19/1989",1989109,11.6161616161616,13.3333333333333,9.41520467836257,-1.51515151515152,5,-0.350877192982456,0.2032,6.9596,3.3782,0,24,9,0,0,0,260,178,468
"4/20/1989",1989110,12.1717171717172,12.979797979798,9.85380116959064,-0.858585858585859,4.94949494949495,-0.380116959064327,0.3302,11.176,2.4892,2,22,9,0,0,0,248,182,461
"4/21/1989",1989111,13.2828282828283,11.7171717171717,10.4970760233918,-0.353535353535354,5.05050505050505,-0.116959064327485,0.3302,11.811,2.413,10,14,9,0,0,0,232,194,446
"4/22/1989",1989112,13.0808080808081,11.8181818181818,10.5263157894737,0.303030303030303,4.94949494949495,-0.292397660818713,3.048,9.0932,2.2606,10,14,9,0,0,0,227,194,448
"4/23/1989",1989113,12.6767676767677,12.5757575757576,10.2046783625731,1.26262626262626,4.8989898989899,-0.701754385964912,3.0734,9.0678,1.905,10,16,9,0,0,0,222,187,460
"4/24/1989",1989114,13.1818181818182,13.2323232323232,9.50292397660819,1.66666666666667,5.50505050505051,-1.31578947368421,3.0734,9.0678,1.016,10,19,3,0,0,0,213,175,482
"4/25/1989",1989115,14.3434343434343,13.3333333333333,9.29824561403509,2.72727272727273,5.95959595959596,-1.6374269005848,3.0734,10.8204,0.9906,16,24,3,0,0,0,191,170,491
"4/26/1989",1989116,14.4949494949495,13.9393939393939,9.67836257309941,3.83838383838384,6.11111111111111,-1.69590643274854,4.191,10.2616,0.9906,19,31,3,0,0,0,178,163,485
"4/27/1989",1989117,14.5959595959596,14.8484848484848,10.1461988304094,3.93939393939394,6.61616161616162,-1.60818713450292,6.0452,8.4074,0.9906,19,42,3,0,0,0,176,149,476
"4/28/1989",1989118,13.5353535353535,16.9191919191919,10.5847953216374,3.98989898989899,7.47474747474747,-1.75438596491228,6.604,7.8486,0.9906,19,59,3,0,2,0,186,122,471
"4/29/1989",1989119,12.9292929292929,18.8383838383838,10.8187134502924,4.54545454545455,8.38383838383838,-1.40350877192982,6.6548,7.7978,0.9144,19,79,3,0,7,0,186,99,461
"4/30/1989",1989120,13.3333333333333,19.7979797979798,11.5204678362573,5,9.04040404040404,-0.730994152046784,6.9596,7.62,1.2446,24,95,5,0,13,0,178,89,438
"5/1/1989",1989121,12.979797979798,20.8585858585859,12.5146198830409,4.94949494949495,8.98989898989899,-0.175438596491228,11.176,3.0734,1.2446,22,103,13,0,13,0,182,79,411
"5/2/1989",1989122,11.7171717171717,22.1212121212121,12.6023391812866,5.05050505050505,8.93939393939394,0.233918128654971,11.811,2.4384,3.9624,14,111,13,0,13,0,194,67,402
"5/3/1989",1989123,11.8181818181818,22.6262626262626,12.719298245614,4.94949494949495,9.24242424242424,0.789473684210526,9.0932,3.429,3.7084,14,119,13,0,13,0,194,59,391
"5/4/1989",1989124,12.5757575757576,22.6262626262626,12.6023391812866,4.8989898989899,9.39393939393939,0.789473684210526,9.0678,3.4544,3.7084,16,121,13,0,13,0,187,57,393
"5/5/1989",1989125,13.2323232323232,23.4343434343434,13.0701754385965,5.50505050505051,10.1515151515152,0.935672514619883,9.0678,3.8862,3.6322,19,137,19,0,17,0,175,45,382
"5/6/1989",1989126,13.3333333333333,23.8888888888889,13.0994152046784,5.95959595959596,9.94949494949495,1.49122807017544,10.8204,2.1844,4.7498,24,140,22,0,17,0,170,42,372
"5/7/1989",1989127,13.9393939393939,23.4848484848485,12.8070175438596,6.11111111111111,9.19191919191919,1.40350877192982,10.2616,1.7272,6.2484,31,130,19,0,17,0,163,53,378
"5/8/1989",1989128,14.8484848484848,22.979797979798,12.6315789473684,6.61616161616162,8.73737373737374,1.46198830409357,8.4074,1.7272,6.604,42,120,19,0,17,0,149,63,380
"5/9/1989",1989129,16.9191919191919,22.8282828282828,12.5146198830409,7.47474747474747,8.73737373737374,1.57894736842105,7.8486,1.7272,6.6548,59,119,19,2,16,0,122,63,380
"5/10/1989",1989130,18.8383838383838,22.5757575757576,12.6608187134503,8.38383838383838,8.88888888888889,2.01754385964912,7.7978,3.4544,6.9596,79,118,24,7,15,0,99,63,370
"5/11/1989",1989131,19.7979797979798,22.4242424242424,12.5438596491228,9.04040404040404,9.14141414141414,2.63157894736842,7.62,3.8608,11.5062,95,119,24,13,16,0,89,63,362
"5/12/1989",1989132,20.8585858585859,22.9292929292929,12.8070175438596,8.98989898989899,10.2020202020202,3.21637426900585,3.0734,4.1402,12.1412,103,135,24,13,25,0,79,56,348
"5/13/1989",1989133,22.1212121212121,23.0808080808081,13.1578947368421,8.93939393939394,10.7070707070707,3.80116959064327,2.4384,4.3688,12.1412,111,142,24,13,25,0,67,49,332
"5/14/1989",1989134,22.6262626262626,23.7373737373737,13.4502923976608,9.24242424242424,11.3636363636364,4.21052631578947,3.429,5.6388,12.1412,119,155,26,13,31,0,59,42,320
"5/15/1989",1989135,22.6262626262626,24.0909090909091,13.625730994152,9.39393939393939,11.5151515151515,4.53216374269006,3.4544,5.6896,12.1412,121,160,29,13,31,0,57,37,312
"5/16/1989",1989136,23.4343434343434,23.6868686868687,13.8011695906433,10.1515151515152,11.2121212121212,5.11695906432749,3.8862,6.5532,13.8938,137,153,40,17,27,0,45,40,299
"5/17/1989",1989137,23.8888888888889,23.2323232323232,14.0643274853801,9.94949494949495,11.3636363636364,5.90643274853801,2.1844,6.5024,14.4526,140,150,50,17,27,0,42,43,281
"5/18/1989",1989138,23.4848484848485,23.9393939393939,14.6783625730994,9.19191919191919,12.3737373737374,6.11111111111111,1.7272,6.4516,14.4526,130,166,61,17,28,0,53,27,267
"5/19/1989",1989139,22.979797979798,24.3434343434343,15.3801169590643,8.73737373737374,13.4343434343434,6.28654970760234,1.7272,6.4516,14.1224,120,181,76,17,29,2,63,13,254
"5/20/1989",1989140,22.8282828282828,23.9393939393939,15.7309941520468,8.73737373737374,13.8383838383838,6.6374269005848,1.7272,6.858,14.1224,119,181,88,16,29,7,63,13,247
"5/21/1989",1989141,22.5757575757576,23.4343434343434,16.5497076023392,8.88888888888889,13.6363636363636,7.07602339181287,3.4544,5.1308,11.5316,118,174,109,15,25,13,63,16,232
"5/22/1989",1989142,22.4242424242424,23.030303030303,17.280701754386,9.14141414141414,12.5757575757576,7.10526315789474,3.8608,4.5974,11.5062,119,160,117,16,18,13,63,23,219
"5/23/1989",1989143,22.9292929292929,22.6262626262626,17.9824561403509,10.2020202020202,12.2727272727273,7.42690058479532,4.1402,4.9784,11.5062,135,153,125,25,11,13,56,23,202
