"Date","Year","Month","JulDay","HatchDateJulYear","PrecipCM","SnowfallCM","SnowDepthCM","MinC","MaxC","MeanC","GDD10C","OneCMinusMinC","MaxCMinus10C"
1989-04-07,1989,4,97,1989097,0,0,0,1.66666666666667,6.11111111111111,3.88888888888889,-6.11111111111111,-0.666666666666667,-3.88888888888889
1989-04-08,1989,4,98,1989098,0,0,0,-1.11111111111111,8.33333333333333,3.61111111111111,-6.38888888888889,2.11111111111111,-1.66666666666667
1989-04-09,1989,4,99,1989099,NA,0,0,-1.11111111111111,6.66666666666667,2.77777777777778,-7.22222222222222,2.11111111111111,-3.33333333333333
1989-04-10,1989,4,100,1989100,0.0762,NA,NA,-3.33333333333333,8.33333333333333,2.5,-7.5,4.33333333333333,-1.66666666666667
1989-04-11,1989,4,101,1989101,0,0,0,-5.55555555555556,1.66666666666667,-1.94444444444444,-11.9444444444444,6.55555555555556,-8.33333333333333
1989-04-12,1989,4,102,1989102,NA,0.762,NA,-5,3.88888888888889,-0.555555555555555,-10.5555555555556,6,-6.11111111111111
1989-04-13,1989,4,103,1989103,0,0,0,-0.555555555555556,10.5555555555556,5,-5,1.55555555555556,0.555555555555555
1989-04-14,1989,4,104,1989104,0.2794,NA,0,-5,6.66666666666667,0.833333333333333,-9.16666666666667,6,-3.33333333333333
1989-04-15,1989,4,105,1989105,0,0,0,0,11.6666666666667,5.83333333333333,-4.16666666666667,1,1.66666666666667
1989-04-16,1989,4,106,1989106,0.0762,0,0,3.88888888888889,10.5555555555556,7.22222222222222,-2.77777777777778,-2.88888888888889,0.555555555555555
1989-04-17,1989,4,107,1989107,0,0,0,-1.11111111111111,12.7777777777778,5.83333333333333,-4.16666666666667,2.11111111111111,2.77777777777778
1989-04-18,1989,4,108,1989108,0.3556,0,0,3.33333333333333,20,11.6666666666667,1.66666666666667,-2.33333333333333,10
1989-04-19,1989,4,109,1989109,0.2032,0,0,0,8.88888888888889,4.44444444444444,-5.55555555555556,1,-1.11111111111111
1989-04-20,1989,4,110,1989110,0,0,0,0,10.5555555555556,5.27777777777778,-4.72222222222222,1,0.555555555555555
1989-04-21,1989,4,111,1989111,0,0,0,0,14.4444444444444,7.22222222222222,-2.77777777777778,1,4.44444444444444
1989-04-22,1989,4,112,1989112,0,0,0,-5,13.3333333333333,4.16666666666667,-5.83333333333333,6,3.33333333333333
1989-04-23,1989,4,113,1989113,0,0,0,-4.44444444444444,3.88888888888889,-0.277777777777778,-10.2777777777778,5.44444444444444,-6.11111111111111
1989-04-24,1989,4,114,1989114,0,0,0,-5,6.66666666666667,0.833333333333333,-9.16666666666667,6,-3.33333333333333
1989-04-25,1989,4,115,1989115,NA,0,0,-2.77777777777778,11.6666666666667,4.44444444444444,-5.55555555555556,3.77777777777778,1.66666666666667
1989-04-26,1989,4,116,1989116,NA,0,0,0.555555555555556,13.3333333333333,6.94444444444444,-3.05555555555556,0.444444444444444,3.33333333333333
1989-04-27,1989,4,117,1989117,0,0,0,0.555555555555556,17.2222222222222,8.88888888888889,-1.11111111111111,0.444444444444444,7.22222222222222
1989-04-28,1989,4,118,1989118,0,0,0,-3.88888888888889,15,5.55555555555556,-4.44444444444444,4.88888888888889,5
1989-04-29,1989,4,119,1989119,0,0,0,3.33333333333333,12.7777777777778,8.05555555555556,-1.94444444444444,-2.33333333333333,2.77777777777778
1989-04-30,1989,4,120,1989120,0.3302,0,0,7.22222222222222,15,11.1111111111111,1.11111111111111,-6.22222222222222,5
1989-05-01,1989,5,121,1989121,0,0,0,5.55555555555556,22.7777777777778,14.1666666666667,4.16666666666667,-4.55555555555556,12.7777777777778
1989-05-02,1989,5,122,1989122,2.7178,0,0,7.22222222222222,12.2222222222222,9.72222222222222,-0.277777777777777,-6.22222222222222,2.22222222222222
1989-05-03,1989,5,123,1989123,0.0254,0,0,5.55555555555556,8.88888888888889,7.22222222222222,-2.77777777777778,-4.55555555555556,-1.11111111111111
1989-05-04,1989,5,124,1989124,NA,0,0,0,9.44444444444444,4.72222222222222,-5.27777777777778,1,-0.555555555555555
1989-05-05,1989,5,125,1989125,0,0,0,6.66666666666667,19.4444444444444,13.0555555555556,3.05555555555556,-5.66666666666667,9.44444444444445
1989-05-06,1989,5,126,1989126,1.1176,0,0,9.44444444444444,13.3333333333333,11.3888888888889,1.38888888888889,-8.44444444444444,3.33333333333333
1989-05-07,1989,5,127,1989127,1.8542,0,0,1.66666666666667,14.4444444444444,8.05555555555556,-1.94444444444444,-0.666666666666667,4.44444444444444
1989-05-08,1989,5,128,1989128,0.5588,0,0,1.11111111111111,5.55555555555556,3.33333333333333,-6.66666666666667,-0.111111111111111,-4.44444444444444
1989-05-09,1989,5,129,1989129,0.0508,0,0,2.22222222222222,8.33333333333333,5.27777777777778,-4.72222222222222,-1.22222222222222,-1.66666666666667
1989-05-10,1989,5,130,1989130,0.3048,0,0,8.33333333333333,17.2222222222222,12.7777777777778,2.77777777777778,-7.33333333333333,7.22222222222222
1989-05-11,1989,5,131,1989131,4.5466,0,0,6.66666666666667,11.1111111111111,8.88888888888889,-1.11111111111111,-5.66666666666667,1.11111111111111
1989-05-12,1989,5,132,1989132,0.635,0,0,6.66666666666667,8.88888888888889,7.77777777777778,-2.22222222222222,-5.66666666666667,-1.11111111111111
1989-05-13,1989,5,133,1989133,NA,0,0,6.11111111111111,13.3333333333333,9.72222222222222,-0.277777777777777,-5.11111111111111,3.33333333333333
1989-05-14,1989,5,134,1989134,0,0,0,5,17.2222222222222,11.1111111111111,1.11111111111111,-4,7.22222222222222
1989-05-15,1989,5,135,1989135,0,0,0,6.66666666666667,16.6666666666667,11.6666666666667,1.66666666666667,-5.66666666666667,6.66666666666667
1989-05-16,1989,5,136,1989136,1.7526,0,0,11.6666666666667,20.5555555555556,16.1111111111111,6.11111111111111,-10.6666666666667,10.5555555555556
1989-05-17,1989,5,137,1989137,0.5588,0,0,11.1111111111111,20,15.5555555555556,5.55555555555556,-10.1111111111111,10
1989-05-18,1989,5,138,1989138,0,0,0,7.22222222222222,24.4444444444444,15.8333333333333,5.83333333333333,-6.22222222222222,14.4444444444444
1989-05-19,1989,5,139,1989139,0,0,0,10.5555555555556,28.3333333333333,19.4444444444444,9.44444444444445,-9.55555555555556,18.3333333333333
1989-05-20,1989,5,140,1989140,0,0,0,12.2222222222222,29.4444444444444,20.8333333333333,10.8333333333333,-11.2222222222222,19.4444444444444
1989-05-21,1989,5,141,1989141,0.127,0,0,15.5555555555556,27.7777777777778,21.6666666666667,11.6666666666667,-14.5555555555556,17.7777777777778
1989-05-22,1989,5,142,1989142,0,0,0,6.11111111111111,22.7777777777778,14.4444444444444,4.44444444444444,-5.11111111111111,12.7777777777778
1989-05-23,1989,5,143,1989143,0,0,0,6.11111111111111,22.7777777777778,14.4444444444444,4.44444444444444,-5.11111111111111,12.7777777777778
1989-05-24,1989,5,144,1989144,0.9906,0,0,9.44444444444444,18.8888888888889,14.1666666666667,4.16666666666667,-8.44444444444444,8.88888888888889
1989-05-25,1989,5,145,1989145,0.0254,0,0,6.66666666666667,17.2222222222222,11.9444444444444,1.94444444444444,-5.66666666666667,7.22222222222222
1989-05-26,1989,5,146,1989146,0.4318,0,0,15,25.5555555555556,20.2777777777778,10.2777777777778,-14,15.5555555555556
1989-05-27,1989,5,147,1989147,0.0508,0,0,9.44444444444444,25.5555555555556,17.5,7.5,-8.44444444444444,15.5555555555556
1989-05-28,1989,5,148,1989148,0.1016,0,0,2.77777777777778,15.5555555555556,9.16666666666667,-0.833333333333332,-1.77777777777778,5.55555555555556
1989-05-29,1989,5,149,1989149,0,0,0,2.22222222222222,18.8888888888889,10.5555555555556,0.555555555555555,-1.22222222222222,8.88888888888889
1989-05-30,1989,5,150,1989150,0,0,0,10.5555555555556,26.6666666666667,18.6111111111111,8.61111111111111,-9.55555555555556,16.6666666666667
1989-05-31,1989,5,151,1989151,1.7272,0,0,13.8888888888889,26.6666666666667,20.2777777777778,10.2777777777778,-12.8888888888889,16.6666666666667
1990-03-12,1990,3,71,1990071,0.3302,0,0,4.44444444444444,15.5555555555556,10,0,-3.44444444444444,5.55555555555556
1990-03-13,1990,3,72,1990072,NA,0,0,6.66666666666667,21.6666666666667,14.1666666666667,4.16666666666667,-5.66666666666667,11.6666666666667
1990-03-14,1990,3,73,1990073,0,0,0,8.33333333333333,23.3333333333333,15.8333333333333,5.83333333333334,-7.33333333333333,13.3333333333333
1990-03-15,1990,3,74,1990074,0,0,0,10,26.1111111111111,18.0555555555556,8.05555555555556,-9,16.1111111111111
1990-03-16,1990,3,75,1990075,0,0,0,15.5555555555556,26.1111111111111,20.8333333333333,10.8333333333333,-14.5555555555556,16.1111111111111
1990-03-17,1990,3,76,1990076,0.0254,0,0,16.1111111111111,23.8888888888889,20,10,-15.1111111111111,13.8888888888889
1990-03-18,1990,3,77,1990077,1.1938,0,0,2.77777777777778,18.3333333333333,10.5555555555556,0.555555555555557,-1.77777777777778,8.33333333333334
1990-03-19,1990,3,78,1990078,NA,0,0,-1.66666666666667,6.11111111111111,2.22222222222222,-7.77777777777778,2.66666666666667,-3.88888888888889
1990-03-20,1990,3,79,1990079,0.9144,14.224,15.24,-3.33333333333333,6.66666666666667,1.66666666666667,-8.33333333333333,4.33333333333333,-3.33333333333333
1990-03-21,1990,3,80,1990080,0.4826,3.048,15.24,-4.44444444444444,0,-2.22222222222222,-12.2222222222222,5.44444444444444,-10
1990-03-22,1990,3,81,1990081,0,0,2.54,-2.77777777777778,6.66666666666667,1.94444444444444,-8.05555555555556,3.77777777777778,-3.33333333333333
1990-03-23,1990,3,82,1990082,0.0254,0,0,4.44444444444444,16.6666666666667,10.5555555555556,0.555555555555557,-3.44444444444444,6.66666666666667
1990-03-24,1990,3,83,1990083,0.0508,NA,NA,-6.11111111111111,6.66666666666667,0.277777777777778,-9.72222222222222,7.11111111111111,-3.33333333333333
1990-03-25,1990,3,84,1990084,0,0,0,-7.77777777777778,0.555555555555556,-3.61111111111111,-13.6111111111111,8.77777777777778,-9.44444444444444
1990-03-26,1990,3,85,1990085,0,0,0,-5.55555555555556,6.66666666666667,0.555555555555556,-9.44444444444444,6.55555555555556,-3.33333333333333
1990-03-27,1990,3,86,1990086,0.0508,1.016,NA,-7.77777777777778,3.33333333333333,-2.22222222222222,-12.2222222222222,8.77777777777778,-6.66666666666667
1990-03-28,1990,3,87,1990087,NA,NA,0,-8.88888888888889,0,-4.44444444444444,-14.4444444444444,9.88888888888889,-10
1990-03-29,1990,3,88,1990088,0,0,0,-6.66666666666667,7.22222222222222,0.277777777777778,-9.72222222222222,7.66666666666667,-2.77777777777778
1990-03-30,1990,3,89,1990089,0.1016,0,0,-1.11111111111111,9.44444444444444,4.16666666666667,-5.83333333333333,2.11111111111111,-0.555555555555555
1990-03-31,1990,3,90,1990090,NA,0,0,1.66666666666667,3.33333333333333,2.5,-7.5,-0.666666666666667,-6.66666666666667
1990-04-01,1990,4,91,1990091,0.0508,0,0,3.33333333333333,10.5555555555556,6.94444444444444,-3.05555555555556,-2.33333333333333,0.555555555555555
1990-04-02,1990,4,92,1990092,0.4064,0,0,5.55555555555556,8.33333333333333,6.94444444444444,-3.05555555555556,-4.55555555555556,-1.66666666666667
1990-04-03,1990,4,93,1990093,0.9144,0,0,2.22222222222222,13.8888888888889,8.05555555555556,-1.94444444444444,-1.22222222222222,3.88888888888889
1990-04-04,1990,4,94,1990094,2.3876,12.446,12.7,0,3.88888888888889,1.94444444444444,-8.05555555555556,1,-6.11111111111111
1990-04-05,1990,4,95,1990095,1.4732,4.572,10.16,0.555555555555556,2.77777777777778,1.66666666666667,-8.33333333333333,0.444444444444444,-7.22222222222222
1990-04-06,1990,4,96,1990096,0.0508,0,5.08,-1.66666666666667,7.77777777777778,3.05555555555556,-6.94444444444444,2.66666666666667,-2.22222222222222
1990-04-07,1990,4,97,1990097,NA,NA,NA,-2.77777777777778,4.44444444444444,0.833333333333333,-9.16666666666667,3.77777777777778,-5.55555555555556
1990-04-08,1990,4,98,1990098,0.0508,1.27,2.54,-3.88888888888889,4.44444444444444,0.277777777777778,-9.72222222222222,4.88888888888889,-5.55555555555556
1990-04-09,1990,4,99,1990099,0,0,0,-2.77777777777778,6.66666666666667,1.94444444444444,-8.05555555555556,3.77777777777778,-3.33333333333333
1990-04-10,1990,4,100,1990100,NA,0,0,2.77777777777778,15.5555555555556,9.16666666666667,-0.833333333333332,-1.77777777777778,5.55555555555556
1990-04-11,1990,4,101,1990101,2.2352,NA,0,0.555555555555556,11.6666666666667,6.11111111111111,-3.88888888888889,0.444444444444444,1.66666666666667
1990-04-12,1990,4,102,1990102,0.0762,1.27,NA,-3.88888888888889,4.44444444444444,0.277777777777778,-9.72222222222222,4.88888888888889,-5.55555555555556
1990-04-13,1990,4,103,1990103,NA,NA,0,-5.55555555555556,2.22222222222222,-1.66666666666667,-11.6666666666667,6.55555555555556,-7.77777777777778
1990-04-14,1990,4,104,1990104,0,0,0,-1.11111111111111,9.44444444444444,4.16666666666667,-5.83333333333333,2.11111111111111,-0.555555555555555
1990-04-15,1990,4,105,1990105,0.0254,0,0,3.33333333333333,11.6666666666667,7.5,-2.5,-2.33333333333333,1.66666666666667
1990-04-16,1990,4,106,1990106,0,0,0,2.77777777777778,14.4444444444444,8.61111111111111,-1.38888888888889,-1.77777777777778,4.44444444444444
1990-04-17,1990,4,107,1990107,NA,0,0,4.44444444444444,14.4444444444444,9.44444444444444,-0.555555555555555,-3.44444444444444,4.44444444444444
1990-04-18,1990,4,108,1990108,0.2286,NA,0,-1.11111111111111,9.44444444444444,4.16666666666667,-5.83333333333333,2.11111111111111,-0.555555555555555
1990-04-19,1990,4,109,1990109,NA,0,0,-3.88888888888889,6.66666666666667,1.38888888888889,-8.61111111111111,4.88888888888889,-3.33333333333333
1990-04-20,1990,4,110,1990110,0.1016,0,0,1.66666666666667,17.2222222222222,9.44444444444444,-0.555555555555555,-0.666666666666667,7.22222222222222
1990-04-21,1990,4,111,1990111,0.9398,0,0,6.66666666666667,16.6666666666667,11.6666666666667,1.66666666666667,-5.66666666666667,6.66666666666667
1990-04-22,1990,4,112,1990112,0.0254,0,0,3.33333333333333,10,6.66666666666667,-3.33333333333333,-2.33333333333333,0
1990-04-23,1990,4,113,1990113,0,0,0,2.77777777777778,18.8888888888889,10.8333333333333,0.833333333333334,-1.77777777777778,8.88888888888889
1990-04-24,1990,4,114,1990114,0,0,0,2.22222222222222,20,11.1111111111111,1.11111111111111,-1.22222222222222,10
1990-04-25,1990,4,115,1990115,0.4572,0,0,11.6666666666667,25.5555555555556,18.6111111111111,8.61111111111111,-10.6666666666667,15.5555555555556
1990-04-26,1990,4,116,1990116,0.254,0,0,11.6666666666667,28.3333333333333,20,10,-10.6666666666667,18.3333333333333
1990-04-27,1990,4,117,1990117,0,0,0,11.1111111111111,28.8888888888889,20,10,-10.1111111111111,18.8888888888889
1990-04-28,1990,4,118,1990118,0,0,0,11.6666666666667,30,20.8333333333333,10.8333333333333,-10.6666666666667,20
1990-04-29,1990,4,119,1990119,0,0,0,16.6666666666667,31.6666666666667,24.1666666666667,14.1666666666667,-15.6666666666667,21.6666666666667
1990-04-30,1990,4,120,1990120,NA,0,0,12.2222222222222,23.3333333333333,17.7777777777778,7.77777777777778,-11.2222222222222,13.3333333333333
1990-05-01,1990,5,121,1990121,0,0,0,8.88888888888889,19.4444444444444,14.1666666666667,4.16666666666667,-7.88888888888889,9.44444444444445
1990-05-02,1990,5,122,1990122,0,0,0,3.33333333333333,21.1111111111111,12.2222222222222,2.22222222222222,-2.33333333333333,11.1111111111111
1990-05-03,1990,5,123,1990123,0,0,0,-1.66666666666667,13.3333333333333,5.83333333333333,-4.16666666666667,2.66666666666667,3.33333333333333
1990-05-04,1990,5,124,1990124,0,0,0,5.55555555555556,14.4444444444444,10,0,-4.55555555555556,4.44444444444444
1990-05-05,1990,5,125,1990125,2.2352,0,0,8.33333333333333,18.3333333333333,13.3333333333333,3.33333333333334,-7.33333333333333,8.33333333333334
1990-05-06,1990,5,126,1990126,NA,0,0,4.44444444444444,13.3333333333333,8.88888888888889,-1.11111111111111,-3.44444444444444,3.33333333333333
1990-05-07,1990,5,127,1990127,0.381,0,0,1.66666666666667,13.8888888888889,7.77777777777778,-2.22222222222222,-0.666666666666667,3.88888888888889
1990-05-08,1990,5,128,1990128,0.127,0,0,7.77777777777778,12.7777777777778,10.2777777777778,0.277777777777779,-6.77777777777778,2.77777777777778
1990-05-09,1990,5,129,1990129,NA,0,0,10.5555555555556,26.1111111111111,18.3333333333333,8.33333333333333,-9.55555555555556,16.1111111111111
1990-05-10,1990,5,130,1990130,NA,0,0,15,26.1111111111111,20.5555555555556,10.5555555555556,-14,16.1111111111111
1990-05-11,1990,5,131,1990131,1.0414,0,0,3.33333333333333,17.7777777777778,10.5555555555556,0.555555555555555,-2.33333333333333,7.77777777777778
1990-05-12,1990,5,132,1990132,NA,0,0,-1.11111111111111,8.33333333333333,3.61111111111111,-6.38888888888889,2.11111111111111,-1.66666666666667
1990-05-13,1990,5,133,1990133,0.5842,0,0,6.11111111111111,14.4444444444444,10.2777777777778,0.277777777777779,-5.11111111111111,4.44444444444444
1990-05-14,1990,5,134,1990134,1.1684,0,0,5,16.1111111111111,10.5555555555556,0.555555555555555,-4,6.11111111111111
1990-05-15,1990,5,135,1990135,NA,0,0,6.66666666666667,20.5555555555556,13.6111111111111,3.61111111111111,-5.66666666666667,10.5555555555556
1990-05-16,1990,5,136,1990136,0.2794,0,0,13.8888888888889,22.7777777777778,18.3333333333333,8.33333333333334,-12.8888888888889,12.7777777777778
1990-05-17,1990,5,137,1990137,1.27,0,0,15,19.4444444444444,17.2222222222222,7.22222222222222,-14,9.44444444444445
1990-05-18,1990,5,138,1990138,0.635,0,0,9.44444444444444,24.4444444444444,16.9444444444444,6.94444444444445,-8.44444444444444,14.4444444444444
1990-05-19,1990,5,139,1990139,0.1778,0,0,7.22222222222222,12.2222222222222,9.72222222222222,-0.277777777777777,-6.22222222222222,2.22222222222222
1990-05-20,1990,5,140,1990140,0.2286,0,0,7.77777777777778,15,11.3888888888889,1.38888888888889,-6.77777777777778,5
1990-05-21,1990,5,141,1990141,2.159,0,0,7.77777777777778,16.6666666666667,12.2222222222222,2.22222222222222,-6.77777777777778,6.66666666666667
1990-05-22,1990,5,142,1990142,0.1524,0,0,5,9.44444444444444,7.22222222222222,-2.77777777777778,-4,-0.555555555555555
1990-05-23,1990,5,143,1990143,0,0,0,6.66666666666667,15,10.8333333333333,0.833333333333334,-5.66666666666667,5
1990-05-24,1990,5,144,1990144,0,0,0,3.88888888888889,15.5555555555556,9.72222222222222,-0.277777777777777,-2.88888888888889,5.55555555555556
1990-05-25,1990,5,145,1990145,0,0,0,2.77777777777778,17.2222222222222,10,0,-1.77777777777778,7.22222222222222
1990-05-26,1990,5,146,1990146,0,0,0,8.33333333333333,22.2222222222222,15.2777777777778,5.27777777777778,-7.33333333333333,12.2222222222222
1990-05-27,1990,5,147,1990147,0,0,0,8.33333333333333,20,14.1666666666667,4.16666666666667,-7.33333333333333,10
1990-05-28,1990,5,148,1990148,0,0,0,6.11111111111111,22.7777777777778,14.4444444444444,4.44444444444444,-5.11111111111111,12.7777777777778
1990-05-29,1990,5,149,1990149,0.508,0,0,12.2222222222222,25,18.6111111111111,8.61111111111111,-11.2222222222222,15
1990-05-30,1990,5,150,1990150,1.1684,0,0,6.11111111111111,14.4444444444444,10.2777777777778,0.277777777777779,-5.11111111111111,4.44444444444444
1990-05-31,1990,5,151,1990151,0,0,0,3.33333333333333,14.4444444444444,8.88888888888889,-1.11111111111111,-2.33333333333333,4.44444444444444
1991-03-12,1991,3,71,1991071,NA,NA,NA,-8.33333333333333,-4.44444444444444,-6.38888888888889,-16.3888888888889,9.33333333333333,-14.4444444444444
1991-03-13,1991,3,72,1991072,0,0,0,-9.44444444444444,2.77777777777778,-3.33333333333333,-13.3333333333333,10.4444444444444,-7.22222222222222
1991-03-14,1991,3,73,1991073,NA,NA,NA,-5.55555555555556,3.88888888888889,-0.833333333333333,-10.8333333333333,6.55555555555556,-6.11111111111111
1991-03-15,1991,3,74,1991074,0.8382,8.636,7.62,-2.77777777777778,1.66666666666667,-0.555555555555555,-10.5555555555556,3.77777777777778,-8.33333333333333
1991-03-16,1991,3,75,1991075,NA,NA,5.08,-7.22222222222222,2.77777777777778,-2.22222222222222,-12.2222222222222,8.22222222222222,-7.22222222222222
1991-03-17,1991,3,76,1991076,0,0,0,-5.55555555555556,8.33333333333333,1.38888888888889,-8.61111111111111,6.55555555555556,-1.66666666666667
1991-03-18,1991,3,77,1991077,0.2032,0,0,-1.11111111111111,12.7777777777778,5.83333333333333,-4.16666666666667,2.11111111111111,2.77777777777778
1991-03-19,1991,3,78,1991078,0.381,0,0,1.11111111111111,6.11111111111111,3.61111111111111,-6.38888888888889,-0.111111111111111,-3.88888888888889
1991-03-20,1991,3,79,1991079,0.1524,0,0,0,8.88888888888889,4.44444444444444,-5.55555555555556,1,-1.11111111111111
1991-03-21,1991,3,80,1991080,0,0,0,-5,6.66666666666667,0.833333333333333,-9.16666666666667,6,-3.33333333333333
1991-03-22,1991,3,81,1991081,NA,0,0,-2.22222222222222,13.3333333333333,5.55555555555556,-4.44444444444444,3.22222222222222,3.33333333333333
1991-03-23,1991,3,82,1991082,0.4826,0,0,0.555555555555556,5,2.77777777777778,-7.22222222222222,0.444444444444444,-5
1991-03-24,1991,3,83,1991083,0.7366,0,0,2.22222222222222,6.11111111111111,4.16666666666667,-5.83333333333333,-1.22222222222222,-3.88888888888889
1991-03-25,1991,3,84,1991084,0.635,0,0,2.77777777777778,7.77777777777778,5.27777777777778,-4.72222222222222,-1.77777777777778,-2.22222222222222
1991-03-26,1991,3,85,1991085,0.0254,0,0,1.66666666666667,5.55555555555556,3.61111111111111,-6.38888888888889,-0.666666666666667,-4.44444444444444
1991-03-27,1991,3,86,1991086,0.5334,0,0,3.33333333333333,11.6666666666667,7.5,-2.5,-2.33333333333333,1.66666666666667
1991-03-28,1991,3,87,1991087,1.3208,0,0,6.66666666666667,16.6666666666667,11.6666666666667,1.66666666666667,-5.66666666666667,6.66666666666667
1991-03-29,1991,3,88,1991088,0,0,0,-0.555555555555556,14.4444444444444,6.94444444444444,-3.05555555555556,1.55555555555556,4.44444444444444
1991-03-30,1991,3,89,1991089,0.0254,0.508,NA,-3.88888888888889,5.55555555555556,0.833333333333333,-9.16666666666667,4.88888888888889,-4.44444444444444
1991-03-31,1991,3,90,1991090,0,0,0,-8.88888888888889,1.66666666666667,-3.61111111111111,-13.6111111111111,9.88888888888889,-8.33333333333333
1991-04-01,1991,4,91,1991091,0.0254,0.254,NA,-2.22222222222222,7.77777777777778,2.77777777777778,-7.22222222222222,3.22222222222222,-2.22222222222222
1991-04-02,1991,4,92,1991092,0.4572,0.254,NA,0,5.55555555555556,2.77777777777778,-7.22222222222222,1,-4.44444444444444
1991-04-03,1991,4,93,1991093,NA,NA,0,-4.44444444444444,4.44444444444444,0,-10,5.44444444444444,-5.55555555555556
1991-04-04,1991,4,94,1991094,0,0,0,-2.22222222222222,10.5555555555556,4.16666666666667,-5.83333333333333,3.22222222222222,0.555555555555555
1991-04-05,1991,4,95,1991095,0,0,0,7.22222222222222,20,13.6111111111111,3.61111111111111,-6.22222222222222,10
1991-04-06,1991,4,96,1991096,NA,0,0,5,16.6666666666667,10.8333333333333,0.833333333333334,-4,6.66666666666667
1991-04-07,1991,4,97,1991097,0.3048,0,0,10.5555555555556,23.8888888888889,17.2222222222222,7.22222222222222,-9.55555555555556,13.8888888888889
1991-04-08,1991,4,98,1991098,0,0,0,9.44444444444444,28.8888888888889,19.1666666666667,9.16666666666667,-8.44444444444444,18.8888888888889
