"","Obs","Year","Month","Day","Name","NestName","ID","BandNumber","BandDate","BandDateJul","MeasurementDate","MeasurementDateJulYear","MeasurementDateJul","AgeField","CalcAge","CalcAgeInteger","HatchDate","HatchDateJul","HatchDateJulYear","AllSex","BillNT","TEC","BillWidth","BillDepth","Head","UpperBill","UBillSurface","TotBillSurface","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","Condition","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation"
"13",102,1991,4,25,"YY","BURL91","YY BURL91","695-73516","5/23/1991",143,"5/23/1991",1991143,143,28,28,28,"4/25/1991",115,1991115,"M",25.8,38.1,14.6,14.9,80.8,12.3,183.27,280.9875,42.7,58.5,186,125,76,355,0.12,18.33333333,21.51515152,14.61988304,5.101010101,7.424242424,3.801169591,1.3462,1.397,8.128,62,95,68,0,6,8
"14",119,1991,4,28,"PG","WILG91","PG WILG91","695-73531","5/28/1991",148,"5/28/1991",1991148,148,30,26.6,27,"4/28/1991",118,1991118,"M",26.5,39.3,14.6,14.9,83.8,12.8,190.72,289.8375,44.5,63.3,180,122,63,435,0.12,18.38383838,23.43434343,13.71345029,5.757575758,8.232323232,2.719298246,2.159,2.5654,7.2898,66,121,36,0,17,0
"15",108,1991,4,30,"HO","CLOV91","HO CLOV91","695-73521","5/24/1991",144,"5/24/1991",1991144,144,24,26.5,27,"4/30/1991",120,1991120,"M",24.2,37.6,14.6,15.3,80.5,13.4,205.02,281.06,42.9,61,180,118,65,347,0.12,16.76767677,24.84848485,13.80116959,5.252525253,8.484848485,3.157894737,2.5654,2.159,6.5278,46,136,40,0,17,0
"16",125,1991,5,4,"VA","WINT91","VA WINT91","695-73538","5/29/1991",149,"5/29/1991",1991149,149,25,25,25,"5/4/1991",124,1991124,"M",22,34.9,15.1,13.4,75.2,12.9,172.86,248.6625,40.3,59,139,81,29,277,0.11,18.68686869,26.16161616,15.38011696,5.909090909,10.80808081,4.18128655,1.397,2.1336,5.8674,66,173,65,6,40,0
"17",136,1991,5,15,"GO","GENR91","GO GENR91","695-73549","6/13/1991",164,"6/13/1991",1991164,164,29,29,29,"5/15/1991",135,1991135,"M",24.7,38,17,14.7,80.9,13.3,195.51,301.15,42.9,61.3,184,120,59,435,0.12,26.16161616,26.26262626,20,10.80808081,13.48484848,6.666666667,2.1336,1.4732,2.5908,173,198,142,40,53,6
"18",182,1992,4,24,"PD","NWOD92","PD NWOD92","695-73592","5/22/1992",143,"5/22/1992",1992143,143,28,26.6,27,"4/24/1992",115,1992115,"M",23.2,35,13.4,13.3,78.9,11.8,156.94,233.625,43.9,63.6,180,121,66,455,0.12,15.25252525,18.33333333,12.33918129,3.181818182,5.858585859,1.549707602,4.1148,1.143,6.1214,22,63,42,0,2,1
"19",172,1992,4,26,"GM","PAHA92","GM PAHA92","695-73583","5/22/1992",143,"5/22/1992",1992143,143,26,26,26,"4/26/1992",117,1992117,"M",23.9,36.2,12.6,12.7,78.7,12.3,156.21,228.965,42.5,63.3,173,125,73,362,0.11,14.39393939,19.8989899,12.83625731,2.373737374,7.424242424,2.16374269,3.2766,1.143,8.0264,17,83,43,0,2,1
"20",185,1992,4,27,"SA","HART92","SA HART92","695-73595","5/25/1992",146,"5/25/1992",1992146,146,28,25.7,26,"4/27/1992",118,1992118,"M",22.2,36,12.4,12.3,78.2,13.8,169.74,222.3,42.2,62.1,159,106,49,390,0.12,14.7979798,20.90909091,12.33918129,2.070707071,8.737373737,1.900584795,2.4638,1.651,7.8994,17,99,41,0,3,1
"21",193,1992,4,27,"AR","WINK92","AR WINK92","685-80303","5/25/1992",146,"5/25/1992",1992146,146,28,28,28,"4/27/1992",118,1992118,"M",26,38.5,12,13.8,83.2,12.5,172.5,248.325,44.7,65,196,140,85,425,0.12,14.7979798,20.90909091,12.33918129,2.070707071,8.737373737,1.900584795,2.4638,1.651,7.8994,17,99,41,0,3,1
"22",198,1992,4,28,"FM","WILO92","FM WILO92","685-80308","5/26/1992",147,"5/26/1992",1992147,147,28,28,28,"4/28/1992",119,1992119,"M",22.8,35.3,13.2,12.4,79.6,12.5,155,225.92,44.3,62.2,192,136,86,435,0.12,15.65656566,20.75757576,12.57309942,2.525252525,8.484848485,2.105263158,2.4638,1.7018,7.8994,19,97,41,0,3,1
"23",262,1993,4,28,"AP","HART93","AP HART93","685-80378","5/24/1993",144,"5/24/1993",1993144,144,26,26,26,"4/28/1993",118,1993118,"M",23.5,38,13.7,12.9,79.4,14.5,187.05,252.7,41.4,64.3,180,112,67,440,0.12,20.45454545,21.81818182,12.60233918,6.565656566,5.555555556,2.076023392,1.7272,0.6604,19.4056,86,87,41,0,4,0
"24",268,1993,4,28,"JG","WAHA93","JG WAHA93","685-80384","5/24/1993",144,"5/24/1993",1993144,144,26,26,26,"4/28/1993",118,1993118,"M",24,37.1,14.8,13.7,81.3,13.1,179.47,264.3375,44.2,62.7,176,118,63,460,0.12,20.45454545,21.81818182,12.60233918,6.565656566,5.555555556,2.076023392,1.7272,0.6604,19.4056,86,87,41,0,4,0
"25",272,1993,4,30,"NC","WEGO93","NC WEGO93","685-80388","5/25/1993",145,"5/25/1993",1993145,145,25,25,25,"4/30/1993",120,1993120,"M",21.7,34.6,13.4,13.1,75.1,12.9,168.99,229.225,40.5,61.5,165,108,59,380,0.12,22.22222222,19.84848485,13.47953216,7.272727273,5.303030303,2.543859649,1.7272,1.6256,13.6652,101,69,58,0,4,0
"26",279,1993,4,30,"EK","HABL93","EK HABL93","685-80395","5/25/1993",145,"5/25/1993",1993145,145,25,25,25,"4/30/1993",120,1993120,"M",23.6,38.8,13.9,12.2,79.4,15.2,185.44,253.17,40.6,62.9,182,118,72,435,0.12,22.22222222,19.84848485,13.47953216,7.272727273,5.303030303,2.543859649,1.7272,1.6256,13.6652,101,69,58,0,4,0
"27",281,1993,4,30,"GI","HABL93","GI HABL93","685-80397","5/25/1993",145,"5/25/1993",1993145,145,25,25,25,"4/30/1993",120,1993120,"M",22.3,35.1,13.7,12.9,77.8,12.8,165.12,233.415,42.7,61.9,162,96,44,395,0.12,22.22222222,19.84848485,13.47953216,7.272727273,5.303030303,2.543859649,1.7272,1.6256,13.6652,101,69,58,0,4,0
"28",282,1993,4,30,"HH","HABL93","HH HABL93","685-80398","5/25/1993",145,"5/25/1993",1993145,145,25,25,25,"4/30/1993",120,1993120,"M",23.1,36,13.2,13.2,79.3,12.9,170.28,237.6,43.3,62.9,175,107,65,455,0.12,22.22222222,19.84848485,13.47953216,7.272727273,5.303030303,2.543859649,1.7272,1.6256,13.6652,101,69,58,0,4,0
"29",215,1993,5,1,"ZP","CARD93","ZP CARD93","685-80416","5/27/1993",147,"5/27/1993",1993147,147,26,26.5,26,"5/1/1993",121,1993121,"M",23.5,35.7,13.1,13.3,78.1,12.2,162.26,235.62,42.4,59.4,172,117,65,445,0.13,22.72727273,18.68686869,14.29824561,7.171717172,4.595959596,2.894736842,1.7272,1.6764,13.6652,105,51,65,4,0,0
"30",287,1993,5,1,"MC","WILG93","MC WILG93","685-80403","5/27/1993",147,"5/27/1993",1993147,147,26,26,26,"5/1/1993",121,1993121,"M",25.8,38.5,14.3,13.8,82.2,12.7,175.26,270.4625,43.7,63.3,179,118,65,465,0.12,22.72727273,18.68686869,14.29824561,7.171717172,4.595959596,2.894736842,1.7272,1.6764,13.6652,105,51,65,4,0,0
"31",346,1994,4,20,"ZN","SPRU94","ZN SPRU94","685-80461","5/19/1994",139,"5/19/1994",1994139,139,29,26.3,26,"4/20/1994",110,1994110,"M",23,35.1,12.6,13.3,77.3,12.1,160.93,227.2725,42.2,63.8,176,114,62,410,0.12,17.82828283,14.8989899,12.86549708,3.535353535,2.828282828,1.052631579,1.4986,4.0894,6.858,60,8,16,7,0,0
"32",336,1994,4,20,"PX","SWEG94","PX SWEG94","685-80451","5/18/1994",138,"5/18/1994",1994138,138,28,28,28,"4/20/1994",110,1994110,"M",23.8,38.7,14.1,13.7,80.7,14.9,204.13,268.965,42,61.9,199,136,94,450,0.12,17.82828283,14.8989899,12.86549708,3.535353535,2.828282828,1.052631579,1.4986,4.0894,6.858,60,8,16,7,0,0
"33",338,1994,4,21,"RV","SWEG94","RV SWEG94","685-80453","5/18/1994",138,"5/18/1994",1994138,138,27,27,27,"4/21/1994",111,1994111,"M",23.6,35.4,13.2,12.8,79.1,11.8,151.04,230.1,43.7,61.3,199,133,82,440,0.12,17.27272727,15.35353535,12.74853801,3.939393939,2.575757576,1.081871345,3.2512,2.4384,6.858,60,9,16,7,0,0
"34",370,1994,4,24,"YN","MART94","YN MART94","685-80486","5/20/1994",140,"5/20/1994",1994140,140,26,25.8,26,"4/24/1994",114,1994114,"M",21.1,34.3,12.3,12.2,76.8,13.2,161.04,210.0875,42.5,60.7,170,109,52,375,0.12,18.63636364,15.75757576,12.48538012,5.101010101,2.676767677,0.614035088,3.3782,2.3622,6.2738,60,12,15,7,0,0
"35",388,1994,4,26,"ZL","WEGO94","ZL WEGO94","925-45613","5/24/1994",144,"5/24/1994",1994144,144,28,26.4,26,"4/26/1994",116,1994116,"M",23.8,36.2,14.2,12.7,78.3,12.4,157.48,243.445,42.1,60,178,117,63,410,0.12,18.28282828,15.3030303,13.88888889,4.696969697,3.686868687,1.666666667,2.9718,3.175,5.2578,50,18,39,7,0,0
"36",386,1994,4,26,"XN","WEGO94","XN WEGO94","925-45611","5/24/1994",144,"5/24/1994",1994144,144,28,28.6,29,"4/26/1994",116,1994116,"M",24.7,36.7,13.1,12.8,80,12,153.6,237.6325,43.3,61.3,197,140,95,390,0.12,18.28282828,15.3030303,13.88888889,4.696969697,3.686868687,1.666666667,2.9718,3.175,5.2578,50,18,39,7,0,0
"37",401,1994,5,7,"NW","HOME94","NW HOME94","925-45627","6/3/1994",154,"6/3/1994",1994154,154,27,27.3,27,"5/7/1994",127,1994127,"M",23.6,35.5,13.4,12.8,79.2,11.9,152.32,232.525,43.7,61.2,192,125,79,440,0.12,15.3030303,18.53535354,16.6374269,3.686868687,5.757575758,3.187134503,3.175,1.9558,3.4798,18,70,63,0,1,7
"38",402,1994,5,8,"OV","BURL94","OV BURL94","925-45628","6/3/1994",154,"6/3/1994",1994154,154,26,26.2,26,"5/8/1994",128,1994128,"M",24.1,37.4,13.5,13.1,78.8,13.3,174.23,248.71,41.4,61.5,169,113,60,410,0.12,15.15151515,19.39393939,16.66666667,3.535353535,6.060606061,3.421052632,3.6068,1.6002,4.7498,18,75,67,0,1,7
"39",423,1995,4,16,"WM","KNOL95","WM KNOL95","925-45656","5/16/1995",136,"5/16/1995",1995136,136,30,26.8,27,"4/16/1995",106,1995106,"M",23.7,37.4,12.7,13.7,78,13.7,187.69,246.84,40.6,62.9,181,123,69,360,0.11,13.03030303,15.85858586,7.339181287,0.757575758,3.131313131,-3.245614035,0.4826,1.0922,4.3434,10,17,1,0,0,0
"40",422,1995,4,16,"VN","KNOL95","VN KNOL95","925-45655","5/16/1995",136,"5/16/1995",1995136,136,30,27.7,28,"4/16/1995",106,1995106,"M",23.8,35.5,12.8,13,78.8,11.7,152.1,228.975,43.3,62.1,188,129,85,355,0.11,13.03030303,15.85858586,7.339181287,0.757575758,3.131313131,-3.245614035,0.4826,1.0922,4.3434,10,17,1,0,0,0
"41",424,1995,4,16,"XL","KNOL95","XL KNOL95","925-45657","5/16/1995",136,"5/16/1995",1995136,136,30,27.8,28,"4/16/1995",106,1995106,"M",24.2,37.4,13.2,13.5,79.9,13.2,178.2,249.645,42.5,62.1,191,130,86,398,0.12,13.03030303,15.85858586,7.339181287,0.757575758,3.131313131,-3.245614035,0.4826,1.0922,4.3434,10,17,1,0,0,0
"42",449,1995,4,24,"WL","WEGO95","WL WEGO95","925-45682","5/22/1995",142,"5/22/1995",1995142,142,28,27.2,27,"4/24/1995",114,1995114,"M",24.4,37.7,13.5,14.2,81.3,13.3,188.86,261.0725,43.6,63.8,186,124,77,435,0.12,14.5959596,16.66666667,9.298245614,2.121212121,5.555555556,-1.286549708,1.1176,3.048,3.2512,11,47,10,0,0,0
"43",453,1995,4,27,"AG","WAHA95","AG WAHA95","925-45686","5/22/1995",142,"5/22/1995",1995142,142,25,25.2,25,"4/27/1995",117,1995117,"M",21.4,32.1,12.8,12.9,74.1,10.7,138.03,206.2425,42,59.2,145,94,44,405,0.12,15.85858586,17.52525253,11.08187135,3.131313131,6.767676768,0.116959064,1.0922,3.0988,2.9972,17,61,11,0,0,0
"44",454,1995,4,27,"BF","WAHA95","BF WAHA95","925-45687","5/22/1995",142,"5/22/1995",1995142,142,25,25.2,25,"4/27/1995",117,1995117,"M",22.8,34.4,14,14.3,77.4,11.6,165.88,243.38,43,62.3,152,97,42,425,0.12,15.85858586,17.52525253,11.08187135,3.131313131,6.767676768,0.116959064,1.0922,3.0988,2.9972,17,61,11,0,0,0
"45",464,1995,4,27,"LV","ROGO95","LV ROGO95","925-45697","5/23/1995",143,"5/23/1995",1995143,143,26,25.4,25,"4/27/1995",117,1995117,"M",21.9,33.5,13.4,12.1,75.6,11.6,140.36,213.5625,42.1,61.3,154,108,35,336,0.11,15.85858586,17.52525253,11.08187135,3.131313131,6.767676768,0.116959064,1.0922,3.0988,2.9972,17,61,11,0,0,0
"46",496,1996,4,14,"GY","PACO96","GY PACO96","925-62229","5/13/1996",134,"5/13/1996",1996134,134,29,25.9,26,"4/14/1996",105,1996105,"M",21.6,32.5,12.9,12,73.1,10.9,130.8,202.3125,40.6,58.6,164,107,58,303,0.11,14.74747475,14.64646465,6.461988304,2.676767677,3.181818182,-3.099415205,5.7912,4.4196,7.2136,34,14,1,0,0,0
"47",490,1996,4,17,"AE","WINK96","AE WINK96","925-62223","5/13/1996",134,"5/13/1996",1996134,134,26,25.9,26,"4/17/1996",108,1996108,"M",22.9,35.2,12.3,11.7,75.4,12.3,143.91,211.2,40.2,62.2,171,109,56,395,0.12,16.46464646,14.34343434,7.222222222,3.131313131,3.080808081,-1.959064327,3.7846,3.9878,8.7122,40,9,1,0,0,0
"48",500,1996,4,20,"KU","STAD96","KU STAD96","925-62233","5/15/1996",136,"5/15/1996",1996136,136,25,25,25,"4/20/1996",111,1996111,"M",22.1,34,12.8,13.9,76.5,11.9,165.41,226.95,42.5,57.6,170,119,62,417,0.13,16.96969697,16.21212121,7.923976608,3.98989899,5.050505051,-1.403508772,4.2672,6.731,8.7122,43,32,11,0,2,0
"49",516,1996,4,25,"FY","HART96","FY HART96","925-62255","5/20/1996",141,"5/20/1996",1996141,141,25,25,25,"4/25/1996",116,1996116,"M",23.4,37,12.7,14.4,78.8,13.6,195.84,250.675,41.8,59.6,172,112,55,405,0.12,14.64646465,14.84848485,11.6374269,3.181818182,3.888888889,0.438596491,4.4196,8.8646,10.287,14,33,34,0,2,0
"50",537,1996,4,25,"AC","TORG96","AC TORG96","925-62276","5/23/1996",144,"5/23/1996",1996144,144,28,27,27,"4/25/1996",116,1996116,"M",24.5,37.5,13.3,12.9,80.8,13,167.7,245.625,43.3,61.5,188,128,70,410,0.12,14.64646465,14.84848485,11.6374269,3.181818182,3.888888889,0.438596491,4.4196,8.8646,10.287,14,33,34,0,2,0
"51",517,1996,4,26,"GX","HART96","GX HART96","925-62256","5/20/1996",141,"5/20/1996",1996141,141,24,24,24,"4/26/1996",117,1996117,"M",22.1,35.7,13,13,76.3,13.6,176.8,232.05,40.6,60.5,152,100,39,375,0.12,15.1010101,14.49494949,12.25146199,3.636363636,4.191919192,0.906432749,4.572,8.3058,9.7028,15,32,40,0,2,0
"52",530,1996,4,27,"TK","HABL96","TK HABL96","925-62269","5/22/1996",143,"5/22/1996",1996143,143,25,25.5,25,"4/27/1996",118,1996118,"M",23,34.8,12.4,12.8,76,11.8,151.04,219.24,41.2,61.1,154,95,53,395,0.12,14.34343434,15.65656566,12.98245614,2.878787879,5.404040404,1.374269006,4.6482,8.6868,9.3218,9,46,40,0,2,0
"53",568,1997,4,20,"KR","JSUP97","KR JSUP97","925-62307","5/15/1997",135,"5/15/1997",1997135,135,25,25.1,25,"4/20/1997",110,1997110,"M",21.4,34.1,12.4,13.3,75.3,12.7,168.91,219.0925,41.2,63.9,164,97,38,448,0.12,13.08080808,15.80808081,9.619883041,0.101010101,3.383838384,-1.228070175,1.397,2.5908,1.27,1,26,14,0,0,0
"54",592,1997,5,9,"PF","TEGL97","PF TEGL97","925-62331","6/3/1997",154,"6/3/1997",1997154,154,25,24.5,24,"5/9/1997",129,1997129,"M",19.6,30.1,12.2,11.4,70,10.5,119.7,177.59,39.9,54.2,126,78,26,320,0.13,15.2020202,17.27272727,15.23391813,4.595959596,4.646464646,1.49122807,3.7338,2.2606,2.3876,25,39,24,0,0,0
"55",600,1997,5,15,"XT","NMU297","XT NMU297","925-62344","6/9/1997",160,"6/9/1997",1997160,160,25,25.7,26,"5/15/1997",135,1997135,"M",22.3,35.4,13.1,13.3,74.3,13.1,174.23,233.64,38.9,58.8,160,107,51,405,0.13,15.55555556,19.19191919,16.16959064,4.242424242,7.272727273,3.421052632,3.8862,3.048,4.191,29,73,44,0,1,0
"56",637,1998,4,16,"I9","JSUP98","I9 JSUP98","925-62380","5/15/1998",135,"5/15/1998",1998135,135,29,27.6,28,"4/16/1998",106,1998106,"M",25,38.7,13.7,13.7,83.1,13.7,187.69,265.095,44.4,63.9,195,135,78,450,0.12,15.50505051,17.12121212,15.20467836,3.333333333,6.818181818,3.625730994,4.6736,2.667,5.2832,18,78,84,0,0,13
"57",649,1998,4,21,"U1","DBAR98","U1 DBAR98","925-62391","5/19/1998",139,"5/19/1998",1998139,139,28,28,28,"4/21/1998",111,1998111,"M",24.7,39.2,14.6,14.1,83.8,14.5,204.45,281.26,44.6,62.4,185,126,71,483,0.13,15.05050505,19.19191919,12.63157895,1.515151515,11.36363636,1.812865497,1.0922,7.0358,8.7122,22,107,24,0,1,0
"58",651,1998,4,21,"W3","DBAR98","W3 DBAR98","925-62393","5/19/1998",139,"5/19/1998",1998139,139,28,28,28,"4/21/1998",111,1998111,"M",25.9,40.2,12.7,13.4,85.3,14.3,191.62,262.305,45.1,64.1,180,121,67,470,0.12,15.05050505,19.19191919,12.63157895,1.515151515,11.36363636,1.812865497,1.0922,7.0358,8.7122,22,107,24,0,1,0
"59",655,1998,4,23,"A2","HABL98","A2 HABL98","925-62397","5/19/1998",139,"5/19/1998",1998139,139,26,26.3,26,"4/23/1998",113,1998113,"M",24.1,37.4,14,13.7,80.3,13.3,182.21,258.995,42.9,64.6,176,118,60,445,0.12,15.90909091,19.6969697,13.42105263,3.737373737,10.4040404,1.754385965,1.1684,6.7818,8.4582,44,102,27,0,1,0
"60",669,1998,4,27,"L3","HANS98","L3 HANS98","805-08908","5/22/1998",142,"5/22/1998",1998142,142,25,24.6,25,"4/27/1998",117,1998117,"M",21.7,32.8,13.1,13.2,76.4,11.1,146.52,215.66,43.6,60.2,140,80,30,390,0.12,17.12121212,22.52525253,14.26900585,6.818181818,10.25252525,2.280701754,2.667,5.207,9.3472,78,128,31,0,10,0
"61",703,1998,4,30,"V4","CCLI98","V4 CCLI98","805-08944","5/28/1998",148,"5/28/1998",1998148,148,28,25.2,25,"4/30/1998",120,1998120,"M",22.4,33.7,13.8,12.8,76.6,11.3,144.64,224.105,42.9,58.4,152,96,42,325,0.12,20.25252525,24.29292929,15.02923977,10.85858586,9.747474747,2.16374269,2.9718,4.1402,5.7912,113,141,35,1,12,0
"62",701,1998,4,30,"R0","CUPL98","R0 CUPL98","805-08940","5/27/1998",147,"5/27/1998",1998147,147,27,26.5,27,"4/30/1998",120,1998120,"M",22.1,34.5,12.3,13.1,77.2,12.4,162.44,219.075,42.7,59.9,181,118,65,385,0.12,20.25252525,24.29292929,15.02923977,10.85858586,9.747474747,2.16374269,2.9718,4.1402,5.7912,113,141,35,1,12,0
"63",707,1999,4,19,"A4","MNDY99","A4 MNDY99","805-08952","5/17/1999",137,"5/17/1999",1999137,137,28,26.7,27,"4/19/1999",109,1999109,"M",23.8,35.3,14.3,13,79.7,11.5,149.5,240.9225,44.4,60.8,177,120,69,397,0.12,11.96969697,21.36363636,12.92397661,-1.414141414,7.424242424,0.935672515,2.1082,0.8382,3.7592,0,92,26,0,4,0
"64",709,1999,4,19,"C6","MNDY99","C6 MNDY99","805-08954","5/17/1999",137,"5/17/1999",1999137,137,28,26.7,27,"4/19/1999",109,1999109,"M",24.1,39,13.1,13.1,80.4,14.9,195.19,255.45,41.4,60.4,163,116,73,380,0.12,11.96969697,21.36363636,12.92397661,-1.414141414,7.424242424,0.935672515,2.1082,0.8382,3.7592,0,92,26,0,4,0
"65",710,1999,4,19,"D7","MNDY99","D7 MNDY99","805-08955","5/17/1999",137,"5/17/1999",1999137,137,28,27.1,27,"4/19/1999",109,1999109,"M",23.5,35.5,13.2,12.5,79,12,150,228.0875,43.5,61.2,174,122,78,400,0.12,11.96969697,21.36363636,12.92397661,-1.414141414,7.424242424,0.935672515,2.1082,0.8382,3.7592,0,92,26,0,4,0
"66",712,1999,4,19,"F9","KNOL99","F9 KNOL99","805-08948","5/18/1999",138,"5/18/1999",1999138,138,29,26.9,27,"4/19/1999",109,1999109,"M",25.8,39.5,14.2,13.3,84.4,13.7,182.21,271.5625,44.9,64,183,126,68,460,0.12,11.96969697,21.36363636,12.92397661,-1.414141414,7.424242424,0.935672515,2.1082,0.8382,3.7592,0,92,26,0,4,0
"67",719,1999,4,20,"M6","HAPA99","M6 HAPA99","805-08959","5/18/1999",138,"5/18/1999",1999138,138,28,26.3,26,"4/20/1999",110,1999110,"M",23.6,36.3,12.6,12.8,78.8,12.7,162.56,230.505,42.5,62.4,172,117,60,375,0.12,12.52525253,21.26262626,12.25146199,-1.414141414,7.575757576,0.701754386,1.8796,0.8382,3.7592,0,92,22,0,4,0
"68",721,1999,4,20,"O8","HAPA99","O8 HAPA99","805-08961","5/18/1999",138,"5/18/1999",1999138,138,28,25.8,26,"4/20/1999",110,1999110,"M",21.8,33.8,13.4,12.6,75.1,12,151.2,219.7,41.3,59.8,149,106,53,350,0.12,12.52525253,21.26262626,12.25146199,-1.414141414,7.575757576,0.701754386,1.8796,0.8382,3.7592,0,92,22,0,4,0
