year,id,age,nest,nestName,sex,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,mass,measurementDate,measurementJulDate,hatchDate,hatchDateJul,Date,Year,Month,Day,MaxTempMean1_11,MaxTempMean12_22,MaxTempMean23_33,leadMax34_44,MeanMaxTempIncubation,PrecipSum1_11,PrecipSum12_22,PrecipSum23_33,PrecipSum34_44,PrecipSumIncubation,GDDSum1_11,GDDSum12_22,GDDSum23_33,GDDSum34_44,GDDSumIncubation,CDDSum1_11,CDDSum12_22,CDDSum23_33,CDDSum34_44,CDDSumIncubation
1990,3 CEME90,3,CEME,CEME90,NA,16.5,0,0,3,0,0,0,0,34.5,34.5,0,NA,0,5/8/1990,1990128,5/5/1990,1990125,5/5/1990,1990,5,5,62.72727273,63.09090909,69.72727273,76.81818182,66.84210526,2.18,1.93,0.74,1.19,1.67,51,60,100,178,137,4,0,13,39,23
1990,1 SCEM90,8,SCEM,SCEM90,NA,26,0,0,8,0,0,0,0,49,49,0,NA,0,5/8/1990,1990128,4/30/1990,1990120,4/30/1990,1990,4,30,65.09090909,62.72727273,64.36363636,72.27272727,62.63157895,1.08,2.97,0.72,0.3,0.83,67,58,50,130,119,4,0,1,14,23
1990,2 SCEM90,8,SCEM,SCEM90,NA,25,0,0,8,0,0,0,0,46,46,0,NA,0,5/8/1990,1990128,4/30/1990,1990120,4/30/1990,1990,4,30,65.09090909,62.72727273,64.36363636,72.27272727,62.63157895,1.08,2.97,0.72,0.3,0.83,67,58,50,130,119,4,0,1,14,23
1990,3 SCEM90,8,SCEM,SCEM90,NA,26.5,0,0,8,0,0,0,0,46.5,46.5,0,NA,0,5/8/1990,1990128,4/30/1990,1990120,4/30/1990,1990,4,30,65.09090909,62.72727273,64.36363636,72.27272727,62.63157895,1.08,2.97,0.72,0.3,0.83,67,58,50,130,119,4,0,1,14,23
1990,SH KNOL90,26,KNOL,KNOL90,M,61.5,109,62,26,23.9,13.9,13.4,36.1,78.5,42.4,172,NA,390,5/17/1990,1990137,4/21/1990,1990111,4/21/1990,1990,4,21,73.36363636,62.36363636,62.45454545,69.18181818,48.84210526,0.66,1.49,2.62,0.7,3.34,127,46,59,88,3,23,4,0,11,0
1990,TG KNOL90,26,KNOL,KNOL90,NA,60.8,106,64,26,23.1,13.1,13.1,34,75.2,41.2,166,NA,360,5/17/1990,1990137,4/21/1990,1990111,4/21/1990,1990,4,21,73.36363636,62.36363636,62.45454545,69.18181818,48.84210526,0.66,1.49,2.62,0.7,3.34,127,46,59,88,3,23,4,0,11,0
1990,UF KNOL90,26,KNOL,KNOL90,NA,60.7,108,62,26,24.2,13.5,14.7,36.6,79,42.4,175,NA,420,5/17/1990,1990137,4/21/1990,1990111,4/21/1990,1990,4,21,73.36363636,62.36363636,62.45454545,69.18181818,48.84210526,0.66,1.49,2.62,0.7,3.34,127,46,59,88,3,23,4,0,11,0
1990,ZA WEGO90,25,WEGO,WEGO90,F,54.8,84,41,25,21.9,13.4,14,33.1,73,39.9,139,NA,380,5/22/1990,1990142,4/27/1990,1990117,4/27/1990,1990,4,27,69.27272727,66.18181818,63.27272727,70.18181818,57.78947368,1.03,2.01,1.27,0.69,1.71,96,86,51,107,59,19,4,1,13,7
1990,BX WEGO90,25,WEGO,WEGO90,NA,58.2,105,54,25,21.8,13.2,13.5,33.4,75.8,42.4,160,NA,380,5/22/1990,1990142,4/27/1990,1990117,4/27/1990,1990,4,27,69.27272727,66.18181818,63.27272727,70.18181818,57.78947368,1.03,2.01,1.27,0.69,1.71,96,86,51,107,59,19,4,1,13,7
1990,CW NWOD90,27,NWOD,NWOD90,NA,59.3,112,65,27,22,13.7,12.8,33,76.3,43.3,176,NA,425,5/23/1990,1990143,4/26/1990,1990116,4/26/1990,1990,4,26,71.63636364,64.45454545,63.18181818,70.63636364,55.47368421,0.98,1.91,1.32,0.74,1.73,114,73,48,110,41,22,4,0,14,4
1990,EU NWOD90,27,NWOD,NWOD90,NA,57.6,101,58,27,21,13.2,13,31.9,74.8,42.9,165,NA,380,5/23/1990,1990143,4/26/1990,1990116,4/26/1990,1990,4,26,71.63636364,64.45454545,63.18181818,70.63636364,55.47368421,0.98,1.91,1.32,0.74,1.73,114,73,48,110,41,22,4,0,14,4
1990,FT NWOD90,27,NWOD,NWOD90,NA,59.9,112,64,27,22.3,12.9,12.5,33.4,76.8,43.4,173,NA,405,5/23/1990,1990143,4/26/1990,1990116,4/26/1990,1990,4,26,71.63636364,64.45454545,63.18181818,70.63636364,55.47368421,0.98,1.91,1.32,0.74,1.73,114,73,48,110,41,22,4,0,14,4
1990,HR HOGS90,24,HOGS,HOGS90,M,59.1,87,40,24,22,13,13.4,34.6,74.8,40.2,156,NA,415,5/24/1990,1990144,4/30/1990,1990120,4/30/1990,1990,4,30,65.09090909,62.72727273,64.36363636,72.27272727,62.63157895,1.08,2.97,0.72,0.3,0.83,67,58,50,130,119,4,0,1,14,23
1990,KO LANG90,22,LANG,LANG90,NA,60.6,91,52,22,21.4,13.4,13.8,32.5,73.8,41.3,151,NA,425,5/25/1990,1990145,5/3/1990,1990123,5/3/1990,1990,5,3,61.27272727,62.63636364,71.18181818,72.36363636,66.21052632,1.72,2.39,0.74,1.19,0.8,43,58,105,133,131,4,0,13,19,23
1990,MM LANG90,22,LANG,LANG90,F,60.2,96,52,22,21.7,13.8,13.8,34,74.8,40.8,159,NA,400,5/25/1990,1990145,5/3/1990,1990123,5/3/1990,1990,5,3,61.27272727,62.63636364,71.18181818,72.36363636,66.21052632,1.72,2.39,0.74,1.19,0.8,43,58,105,133,131,4,0,13,19,23
1990,NL CEME90,24,CEME,CEME90,NA,49.9,60,20,24,19,11,12.3,29.1,66.8,37.7,109,NA,200,5/29/1990,1990149,5/5/1990,1990125,5/5/1990,1990,5,5,62.72727273,63.09090909,69.72727273,76.81818182,66.84210526,2.18,1.93,0.74,1.19,1.67,51,60,100,178,137,4,0,13,39,23
1990,SG SHER90,70,SHER,SHER90,M,62.3,231,174,70,35.4,17.2,15.8,49.2,93,43.8,297,NA,445,7/4/1990,1990185,4/25/1990,1990115,4/25/1990,1990,4,25,73.63636364,63.45454545,62.63636364,70.54545455,53.21052632,1.16,1.41,1.82,0.74,1.63,130,60,53,108,23,23,4,0,14,1
1990,1 KAYS90,4,KAYS,KAYS90,NA,18.6,0,0,4,8.5,9.4,9.7,14.6,38.5,23.9,NA,NA,60,4/27/2009,2009117,4/23/2009,2009113,4/23/2009,2009,4,23,71.36364,63.81818,72.90909,66.90909,52.36842,0.71,0.6,1.22,1.52,1.28,90,45,102,65,10,17,0,8,2,0
1990,2 KAYS90,4,KAYS,KAYS90,NA,18.1,0,0,4,8.5,8.5,9.9,12.6,37.2,24.6,NA,NA,59,4/27/2009,2009117,4/23/2009,2009113,4/23/2009,2009,4,23,71.36364,63.81818,72.90909,66.90909,52.36842,0.71,0.6,1.22,1.52,1.28,90,45,102,65,10,17,0,8,2,0
1990,4 KAYS90,3,KAYS,KAYS90,NA,16.2,0,0,3,7.2,7.4,8.7,12.2,35.3,23.1,NA,NA,49,4/27/2009,2009117,4/24/2009,2009114,4/24/2009,2009,4,24,72.63636,63.90909,73.18182,66.72727,53,0.58,0.7,1.12,1.59,1.09,94,44,100,71,10,17,0,8,2,0
1990,3 KAYS90,2,KAYS,KAYS90,NA,15.1,0,0,2,6.7,7.1,7.6,10.9,31.5,20.6,NA,NA,34,4/27/2009,2009117,4/25/2009,2009115,4/25/2009,2009,4,25,73.54545,64.90909,72.81818,67.72727,54.15789,0.57,0.71,1.55,1.16,1.01,94,52,95,81,13,17,0,8,2,0
1990,5 KAYS90,1,KAYS,KAYS90,NA,12.3,0,0,1,5.8,5.5,6.8,10.2,28.9,18.7,NA,NA,20,4/27/2009,2009117,4/26/2009,2009116,4/26/2009,2009,4,26,72,66.54545,72,68.09091,55.94737,0.77,1.4,0.75,1.08,0.66,92,60,96,83,33,17,0,8,2,5
1991,pink HART91,8,HART,HART91,NA,25.9,0,0,8,10.8,9.4,11,17.8,45,27.2,0,NA,0,4/24/1991,1991114,4/16/1991,1991106,4/16/1991,1991,4,16,54.18181818,66.63636364,73.63636364,79,56.42105263,1.84,0.85,1.01,0.03,1.62,3,76,121,191,74,0,0,17,56,8
1991,unmk HART91,8,HART,HART91,NA,21.9,0,0,8,9.1,9,10.5,15.7,41,25.3,0,NA,0,4/24/1991,1991114,4/16/1991,1991106,4/16/1991,1991,4,16,54.18181818,66.63636364,73.63636364,79,56.42105263,1.84,0.85,1.01,0.03,1.62,3,76,121,191,74,0,0,17,56,8
1991,pink TRIQ91,4,TRIQ,TRIQ91,NA,14.5,0,0,4,7.3,7.3,7.8,11.8,32.9,21.1,0,NA,0,4/25/1991,1991115,4/21/1991,1991111,4/21/1991,1991,4,21,61.27272727,62.27272727,78.45454545,81.90909091,59.05263158,2.22,0.56,0.85,0.35,1.72,54,41,159,229,74,0,0,26,73,8
1991,red FRNO91,11,FRNO,FRNO91,NA,31.4,4,0,11,12.7,11,12.8,21.4,50.8,29.4,0,NA,0,4/26/1991,1991116,4/15/1991,1991105,4/15/1991,1991,4,15,53.72727273,66.27272727,72.09090909,79.09090909,56.89473684,2.12,0.47,0.55,0.87,2.08,3,69,114,186,77,0,0,17,52,8
1991,blue FRNO91,11,FRNO,FRNO91,NA,25.6,1,0,11,11.6,9,11.9,17.8,45.6,27.8,0,NA,0,4/26/1991,1991116,4/15/1991,1991105,4/15/1991,1991,4,15,53.72727273,66.27272727,72.09090909,79.09090909,56.89473684,2.12,0.47,0.55,0.87,2.08,3,69,114,186,77,0,0,17,52,8
1991,blue FALC91,15,FALC,FALC91,NA,42.7,16,5,15,15.9,11.8,13.9,24.9,60.7,35.8,0,NA,0,4/26/1991,1991116,4/11/1991,1991101,4/11/1991,1991,4,11,53,64.45454545,62.72727273,78.81818182,56,0.64,1.95,0.54,0.85,2.56,0,65,46,167,77,0,0,1,34,8
1991,blue CORS91,11,CORS,CORS91,NA,43.5,18,4,11,16.5,13.1,15.2,25.9,62.3,36.4,0,NA,0,4/26/1991,1991116,4/15/1991,1991105,4/15/1991,1991,4,15,53.72727273,66.27272727,72.09090909,79.09090909,56.89473684,2.12,0.47,0.55,0.87,2.08,3,69,114,186,77,0,0,17,52,8
1991,gray ELWO91,11,ELWO,ELWO91,NA,46.1,19,5,11,14.8,11.4,14.1,24.8,60.4,35.6,0,NA,0,4/29/1991,1991119,4/18/1991,1991108,4/18/1991,1991,4,18,57,63.72727273,75.09090909,82.27272727,57.42105263,1.78,0.85,1.01,0.13,1.61,22,57,126,235,74,0,0,17,75,8
1991,red ELWO91,11,ELWO,ELWO91,NA,42,11,3,11,14.7,11.2,13.8,25.4,55.3,29.9,0,NA,0,4/29/1991,1991119,4/18/1991,1991108,4/18/1991,1991,4,18,57,63.72727273,75.09090909,82.27272727,57.42105263,1.78,0.85,1.01,0.13,1.61,22,57,126,235,74,0,0,17,75,8
1991,silv ELWO91,11,ELWO,ELWO91,NA,48.5,22,9,11,16.8,11.9,13.6,26.3,62.2,35.9,0,NA,0,4/29/1991,1991119,4/18/1991,1991108,4/18/1991,1991,4,18,57,63.72727273,75.09090909,82.27272727,57.42105263,1.78,0.85,1.01,0.13,1.61,22,57,126,235,74,0,0,17,75,8
1991,blac WHIT91,10,WHIT,WHIT91,NA,40.4,9,2,10,15.2,12.9,13.3,21.6,57.7,36.1,0,NA,0,4/29/1991,1991119,4/19/1991,1991109,4/19/1991,1991,4,19,58.45454545,62.18181818,76.72727273,83.18181818,58.26315789,1.78,1.01,0.85,0.35,1.61,33,46,136,247,74,0,0,17,82,8
1991,blac SECE91,9,SECE,SECE91,NA,34.6,4,0,9,14.3,11.6,16.5,22.4,55.5,33.1,0,NA,0,4/30/1991,1991120,4/21/1991,1991111,4/21/1991,1991,4,21,61.27272727,62.27272727,78.45454545,81.90909091,59.05263158,2.22,0.56,0.85,0.35,1.72,54,41,159,229,74,0,0,26,73,8
1991,red FOOT91,7,FOOT,FOOT91,NA,25.5,1,0,7,10.7,9.5,11.2,18,44.9,26.9,0,NA,0,4/30/1991,1991120,4/23/1991,1991113,4/23/1991,1991,4,23,65.36363636,65.63636364,79.09090909,79.27272727,58.78947368,0.57,0.55,0.84,0.58,3.14,65,66,173,198,74,0,6,40,53,8
1991,blac HIHI91,8,HIHI,HIHI91,NA,43.1,12,3,8,16.2,11.2,13.3,25.1,61.8,36.7,0,NA,0,5/1/1991,1991121,4/23/1991,1991113,4/23/1991,1991,4,23,65.36363636,65.63636364,79.09090909,79.27272727,58.78947368,0.57,0.55,0.84,0.58,3.14,65,66,173,198,74,0,6,40,53,8
1991,blue HIHI91,8,HIHI,HIHI91,NA,41.9,12,2,8,15.8,12.2,12.6,24.1,60.3,36.2,0,NA,0,5/1/1991,1991121,4/23/1991,1991113,4/23/1991,1991,4,23,65.36363636,65.63636364,79.09090909,79.27272727,58.78947368,0.57,0.55,0.84,0.58,3.14,65,66,173,198,74,0,6,40,53,8
1991,silv BURL91,6,BURL,BURL91,NA,24,0,0,6,10.7,10.3,11.2,17.7,45,27.3,0,NA,0,5/1/1991,1991121,4/25/1991,1991115,4/25/1991,1991,4,25,65,70.72727273,79.90909091,76.36363636,58.31578947,0.53,0.55,0.84,0.58,3.2,62,95,193,161,68,0,6,59,34,8
1991,blac EUPS91,1,EUPS,EUPS91,NA,11.5,0,0,1,5.3,5.7,5.9,8.9,25.4,16.5,0,NA,0,5/2/1991,1991122,5/1/1991,1991121,5/1/1991,1991,5,1,62.36363636,78.09090909,82.36363636,75.90909091,58.63157895,0.56,0.85,0.35,0.83,2.57,42,150,239,140,54,0,19,80,17,0
1991,blue EUPS91,1,EUPS,EUPS91,NA,13.3,0,0,1,6.2,6.4,7.3,9.9,30.1,20.2,0,NA,0,5/2/1991,1991122,5/1/1991,1991121,5/1/1991,1991,5,1,62.36363636,78.09090909,82.36363636,75.90909091,58.63157895,0.56,0.85,0.35,0.83,2.57,42,150,239,140,54,0,19,80,17,0
1991,blac TRUM91,0,TRUM,TRUM91,NA,11.9,0,0,0,5.6,5.9,5.8,9.5,26.4,16.9,11,NA,0,5/3/1991,1991123,5/3/1991,1991123,5/3/1991,1991,5,3,62.72727273,78.81818182,81.09090909,75.09090909,60.21052632,0.54,0.85,0.58,0.6,2.59,46,167,220,133,65,1,34,64,19,0
1991,blac OVRL91,14,OVRL,OVRL91,NA,44,22,7,14,15.3,10.8,13.6,26,61.7,35.7,52,NA,0,5/6/1991,1991126,4/22/1991,1991112,4/22/1991,1991,4,22,64.45454545,62.72727273,78.81818182,81.09090909,59.10526316,1.95,0.54,0.85,0.58,3.1,65,46,167,220,74,0,1,34,64,8
1991,blac WILG91,9,WILG,WILG91,NA,15.6,0,0,9,7.3,7.4,7.3,12.1,31.3,19.2,15,NA,0,5/7/1991,1991127,4/28/1991,1991118,4/28/1991,1991,4,28,65.09090909,74.18181818,81,75.63636364,56.68421053,0.85,1.01,0.03,0.55,2.87,66,121,215,140,36,0,17,65,18,0
1991,hang STRM91,5,STRM,STRM91,NA,12.2,0,0,5,5.7,5.5,6.1,10,24.8,14.8,11,NA,0,5/7/1991,1991127,5/2/1991,1991122,5/2/1991,1991,5,2,62.27272727,78.45454545,81.90909091,74.81818182,60.31578947,0.56,0.85,0.35,0.83,2.59,41,159,229,131,65,0,26,73,17,0
1991,BW CORS91,22,CORS,CORS91,NA,62.6,101,50,22,23.6,13.9,13.6,38,78.7,40.7,163,NA,465,5/7/1991,1991127,4/15/1991,1991105,4/15/1991,1991,4,15,53.72727273,66.27272727,72.09090909,79.09090909,56.89473684,2.12,0.47,0.55,0.87,2.08,3,69,114,186,77,0,0,17,52,8
1991,blac SSAP91,5,SSAP,SSAP91,NA,18.3,0,0,5,8.4,7.9,9.5,14.9,37,22.1,0,NA,0,5/8/1991,1991128,5/3/1991,1991123,5/3/1991,1991,5,3,62.72727273,78.81818182,81.09090909,75.09090909,60.21052632,0.54,0.85,0.58,0.6,2.59,46,167,220,133,65,1,34,64,19,0
1991,AV FALC91,28,FALC,FALC91,NA,59.2,106,60,25.97,19.7,12.1,13.9,31.4,73,41.6,158,NA,371,5/9/1991,1991129,4/11/1991,1991101,4/11/1991,1991,4,11,53,64.45454545,62.72727273,78.81818182,56,0.64,1.95,0.54,0.85,2.56,0,65,46,167,77,0,0,1,34,8
1991,BU FALC91,28,FALC,FALC91,NA,59.5,110,64,26.22,21.9,13.4,15.7,33.6,76,42.4,165,NA,378,5/9/1991,1991129,4/11/1991,1991101,4/11/1991,1991,4,11,53,64.45454545,62.72727273,78.81818182,56,0.64,1.95,0.54,0.85,2.56,0,65,46,167,77,0,0,1,34,8
1991,gold TRUM91,7,TRUM,TRUM91,NA,31.4,2,0,7,11.6,10.1,12.2,19.3,50.8,31.5,0,NA,0,5/10/1991,1991130,5/3/1991,1991123,5/3/1991,1991,5,3,62.72727273,78.81818182,81.09090909,75.09090909,60.21052632,0.54,0.85,0.58,0.6,2.59,46,167,220,133,65,1,34,64,19,0
